,original_index,Grupo_Metabolico
1917,34518,3. Hidrolasas
1918,34529,2. Transferasas
1919,34536,2. Transferasas
1920,34574,3. Hidrolasas
1921,34596,2. Transferasas
1922,34621,3. Hidrolasas
1923,34622,3. Hidrolasas
1924,34641,1. Oxidorreductasas
1925,34648,7. Translocasas
1926,34650,3. Hidrolasas
1927,34652,7. Translocasas
1928,34663,2. Transferasas
1929,34703,2. Transferasas
1930,34720,3. Hidrolasas
1931,34749,2. Transferasas
1932,34750,2. Transferasas
1933,34769,2. Transferasas
1934,34771,3. Hidrolasas
1935,34778,6. Ligasas
1936,34795,2. Transferasas
1937,34804,2. Transferasas
1938,34821,2. Transferasas
1939,34862,2. Transferasas
1940,34870,1. Oxidorreductasas
1941,34911,2. Transferasas
1942,34912,3. Hidrolasas
1943,34927,2. Transferasas
1944,34932,3. Hidrolasas
1945,34951,1. Oxidorreductasas
1946,34955,1. Oxidorreductasas
1947,34957,2. Transferasas
1948,34960,1. Oxidorreductasas
1949,34963,2. Transferasas
1950,34966,2. Transferasas
1951,34967,2. Transferasas
1952,34971,3. Hidrolasas
1953,34995,2. Transferasas
1954,34997,2. Transferasas
1955,35030,3. Hidrolasas
1956,35050,2. Transferasas
1957,35053,2. Transferasas
1958,35063,5. Isomerasas
1959,35074,2. Transferasas
1960,35101,2. Transferasas
1961,35105,2. Transferasas
1962,35106,3. Hidrolasas
1963,35157,4. Liasas
1964,35240,2. Transferasas
1965,35258,3. Hidrolasas
1966,35313,7. Translocasas
1967,35396,2. Transferasas
1968,35399,1. Oxidorreductasas
1969,35401,5. Isomerasas
1970,35418,1. Oxidorreductasas
1971,35436,1. Oxidorreductasas
1972,35464,3. Hidrolasas
1973,35498,3. Hidrolasas
1974,35504,2. Transferasas
1975,35507,2. Transferasas
1976,35585,3. Hidrolasas
1977,35596,1. Oxidorreductasas
1978,35597,1. Oxidorreductasas
1979,35627,1. Oxidorreductasas
1980,35639,5. Isomerasas
1981,35715,2. Transferasas
1982,35738,2. Transferasas
1983,35754,2. Transferasas
1984,35804,7. Translocasas
1985,35807,3. Hidrolasas
1986,35856,2. Transferasas
1987,35858,2. Transferasas
1988,35861,4. Liasas
1989,35873,2. Transferasas
1990,35920,2. Transferasas
1991,35925,1. Oxidorreductasas
1992,35959,2. Transferasas
1993,35961,2. Transferasas
1994,35965,3. Hidrolasas
1995,36012,2. Transferasas
1996,36021,2. Transferasas
1997,36035,2. Transferasas
1998,36147,3. Hidrolasas
1999,36174,1. Oxidorreductasas
2000,36189,2. Transferasas
2001,36191,2. Transferasas
2002,36193,4. Liasas
2003,36203,2. Transferasas
2004,36207,1. Oxidorreductasas
2005,36213,3. Hidrolasas
2006,36217,6. Ligasas
2007,36223,3. Hidrolasas
2008,36292,3. Hidrolasas
2009,36293,5. Isomerasas
2010,36398,1. Oxidorreductasas
2011,36420,1. Oxidorreductasas
2012,36551,1. Oxidorreductasas
2013,36584,2. Transferasas
2014,36623,2. Transferasas
2015,36640,1. Oxidorreductasas
2016,36644,1. Oxidorreductasas
2017,36653,2. Transferasas
2018,36693,2. Transferasas
2019,36713,2. Transferasas
2020,36715,3. Hidrolasas
2021,36716,3. Hidrolasas
2022,36762,1. Oxidorreductasas
2023,36767,3. Hidrolasas
2024,36778,2. Transferasas
2025,36779,4. Liasas
2026,36784,2. Transferasas
2027,36788,2. Transferasas
2028,36802,3. Hidrolasas
2029,36810,2. Transferasas
2030,36865,2. Transferasas
2031,36866,2. Transferasas
2032,36890,1. Oxidorreductasas
2033,36919,2. Transferasas
2034,36943,2. Transferasas
2035,36954,2. Transferasas
2036,36956,2. Transferasas
2037,36969,2. Transferasas
2038,36978,1. Oxidorreductasas
2039,36995,2. Transferasas
2040,37001,1. Oxidorreductasas
2041,37007,5. Isomerasas
2042,37008,5. Isomerasas
2043,37012,5. Isomerasas
2044,37013,2. Transferasas
2045,37014,2. Transferasas
2046,37029,4. Liasas
2047,37040,2. Transferasas
2048,37052,3. Hidrolasas
2049,37070,3. Hidrolasas
2050,37074,2. Transferasas
2051,37078,2. Transferasas
2052,37079,2. Transferasas
2053,37160,5. Isomerasas
2054,37200,2. Transferasas
2055,37209,3. Hidrolasas
2056,37211,2. Transferasas
2057,37213,3. Hidrolasas
2058,37215,3. Hidrolasas
2059,37217,3. Hidrolasas
2060,37221,3. Hidrolasas
2061,37237,3. Hidrolasas
2062,37242,2. Transferasas
2063,37243,2. Transferasas
2064,37256,3. Hidrolasas
2065,37259,3. Hidrolasas
2066,37263,1. Oxidorreductasas
2067,37264,6. Ligasas
2068,37271,2. Transferasas
2069,37282,5. Isomerasas
2070,37283,2. Transferasas
2071,37306,1. Oxidorreductasas
2072,37309,1. Oxidorreductasas
2073,37336,2. Transferasas
2074,37347,2. Transferasas
2075,37354,5. Isomerasas
2076,37359,2. Transferasas
2077,37363,2. Transferasas
2078,37365,2. Transferasas
2079,37366,2. Transferasas
2080,37367,2. Transferasas
2081,37385,3. Hidrolasas
2082,37397,6. Ligasas
2083,37409,3. Hidrolasas
2084,37421,5. Isomerasas
2085,37425,3. Hidrolasas
2086,37428,3. Hidrolasas
2087,37429,3. Hidrolasas
2088,37430,3. Hidrolasas
2089,37432,4. Liasas
2090,37449,2. Transferasas
2091,37458,3. Hidrolasas
2092,37479,2. Transferasas
2093,37480,1. Oxidorreductasas
2094,37489,3. Hidrolasas
2095,37493,3. Hidrolasas
2096,37506,3. Hidrolasas
2097,37511,2. Transferasas
2098,37530,3. Hidrolasas
2099,37548,5. Isomerasas
2100,37549,5. Isomerasas
2101,37568,1. Oxidorreductasas
2102,37596,2. Transferasas
2103,37624,3. Hidrolasas
2104,37630,1. Oxidorreductasas
2105,37632,2. Transferasas
2106,37642,2. Transferasas
2107,37652,2. Transferasas
2108,37656,4. Liasas
2109,37681,2. Transferasas
2110,37732,3. Hidrolasas
2111,37740,5. Isomerasas
2112,37810,3. Hidrolasas
2113,37832,3. Hidrolasas
2114,37839,3. Hidrolasas
2115,37856,1. Oxidorreductasas
2116,37865,3. Hidrolasas
2117,37866,2. Transferasas
2118,37890,2. Transferasas
2119,37917,2. Transferasas
2120,37923,5. Isomerasas
2121,37938,3. Hidrolasas
2122,37945,4. Liasas
2123,37963,3. Hidrolasas
2124,37964,1. Oxidorreductasas
2125,37975,3. Hidrolasas
2126,37976,3. Hidrolasas
2127,37984,2. Transferasas
2128,37985,2. Transferasas
2129,38010,2. Transferasas
2130,38026,2. Transferasas
2131,38050,1. Oxidorreductasas
2132,38059,1. Oxidorreductasas
2133,38068,1. Oxidorreductasas
2134,38069,3. Hidrolasas
2135,38071,2. Transferasas
2136,38095,3. Hidrolasas
2137,38110,1. Oxidorreductasas
2138,38115,2. Transferasas
2139,38143,2. Transferasas
2140,38147,1. Oxidorreductasas
2141,38149,3. Hidrolasas
2142,38168,2. Transferasas
2143,38186,1. Oxidorreductasas
2144,38187,3. Hidrolasas
2145,38213,3. Hidrolasas
2146,38224,2. Transferasas
2147,38228,2. Transferasas
2148,38263,1. Oxidorreductasas
2149,38272,2. Transferasas
2150,38274,2. Transferasas
2151,38284,2. Transferasas
2152,38285,2. Transferasas
2153,38290,1. Oxidorreductasas
2154,38297,4. Liasas
2155,38298,5. Isomerasas
2156,38329,2. Transferasas
2157,38346,5. Isomerasas
2158,38347,4. Liasas
2159,38416,2. Transferasas
2160,38463,2. Transferasas
2161,38470,2. Transferasas
2162,38471,3. Hidrolasas
2163,38585,2. Transferasas
2164,38621,2. Transferasas
2165,38661,5. Isomerasas
2166,38665,2. Transferasas
2167,38670,4. Liasas
2168,38911,3. Hidrolasas
2169,39032,1. Oxidorreductasas
2170,39042,2. Transferasas
2171,39068,2. Transferasas
2172,39196,2. Transferasas
2173,39242,5. Isomerasas
2174,39250,3. Hidrolasas
2175,39267,2. Transferasas
2176,39363,2. Transferasas
2177,39386,3. Hidrolasas
2178,39440,5. Isomerasas
2179,39480,1. Oxidorreductasas
2180,39481,1. Oxidorreductasas
2181,39484,1. Oxidorreductasas
2182,39487,2. Transferasas
2183,39492,2. Transferasas
2184,39497,3. Hidrolasas
2185,39499,3. Hidrolasas
2186,39504,2. Transferasas
2187,39513,4. Liasas
2188,39514,2. Transferasas
2189,39527,1. Oxidorreductasas
2190,39528,1. Oxidorreductasas
2191,39543,2. Transferasas
2192,39545,2. Transferasas
2193,39555,2. Transferasas
2194,39560,3. Hidrolasas
2195,39570,2. Transferasas
2196,39609,2. Transferasas
2197,39617,1. Oxidorreductasas
2198,39657,3. Hidrolasas
2199,39658,2. Transferasas
2200,39697,2. Transferasas
2201,39707,3. Hidrolasas
2202,39717,3. Hidrolasas
2203,39721,1. Oxidorreductasas
2204,39730,1. Oxidorreductasas
2205,39736,3. Hidrolasas
2206,39762,1. Oxidorreductasas
2207,39764,1. Oxidorreductasas
2208,39765,1. Oxidorreductasas
2209,39767,3. Hidrolasas
2210,39770,2. Transferasas
2211,39773,5. Isomerasas
2212,39777,2. Transferasas
2213,39798,1. Oxidorreductasas
2214,39836,2. Transferasas
2215,39847,1. Oxidorreductasas
2216,39867,2. Transferasas
2217,39887,1. Oxidorreductasas
2218,39914,2. Transferasas
2219,39920,3. Hidrolasas
2220,39930,3. Hidrolasas
2221,39988,2. Transferasas
2222,39989,2. Transferasas
2223,39996,2. Transferasas
2224,39997,2. Transferasas
2225,40001,2. Transferasas
2226,40043,2. Transferasas
2227,40051,3. Hidrolasas
2228,40055,1. Oxidorreductasas
2229,40064,3. Hidrolasas
2230,40090,2. Transferasas
2231,40092,2. Transferasas
2232,40099,3. Hidrolasas
2233,40102,5. Isomerasas
2234,40104,3. Hidrolasas
2235,40109,1. Oxidorreductasas
2236,40111,2. Transferasas
2237,40129,3. Hidrolasas
2238,40148,2. Transferasas
2239,40177,2. Transferasas
2240,40186,1. Oxidorreductasas
2241,40190,3. Hidrolasas
2242,40193,3. Hidrolasas
2243,40196,6. Ligasas
2244,40197,2. Transferasas
2245,40200,2. Transferasas
2246,40202,7. Translocasas
2247,40208,1. Oxidorreductasas
2248,40218,5. Isomerasas
2249,40240,6. Ligasas
2250,40255,2. Transferasas
2251,40262,3. Hidrolasas
2252,40290,3. Hidrolasas
2253,40299,2. Transferasas
2254,40303,3. Hidrolasas
2255,40317,2. Transferasas
2256,40318,2. Transferasas
2257,40332,2. Transferasas
2258,40346,3. Hidrolasas
2259,40393,1. Oxidorreductasas
2260,40404,3. Hidrolasas
2261,40421,1. Oxidorreductasas
2262,40431,1. Oxidorreductasas
2263,40432,1. Oxidorreductasas
2264,40485,2. Transferasas
2265,40486,2. Transferasas
2266,40487,5. Isomerasas
2267,40504,2. Transferasas
2268,40511,2. Transferasas
2269,40514,4. Liasas
2270,40523,2. Transferasas
2271,40532,2. Transferasas
2272,40551,3. Hidrolasas
2273,40566,2. Transferasas
2274,40568,2. Transferasas
2275,40586,2. Transferasas
2276,40592,2. Transferasas
2277,40593,2. Transferasas
2278,40609,1. Oxidorreductasas
2279,40616,3. Hidrolasas
2280,40665,5. Isomerasas
2281,40673,3. Hidrolasas
2282,40674,2. Transferasas
2283,40695,3. Hidrolasas
2284,40726,2. Transferasas
2285,40757,3. Hidrolasas
2286,40772,1. Oxidorreductasas
2287,40793,2. Transferasas
2288,40804,2. Transferasas
2289,40806,2. Transferasas
2290,40836,2. Transferasas
2291,40856,3. Hidrolasas
2292,40865,1. Oxidorreductasas
2293,40879,2. Transferasas
2294,40911,2. Transferasas
2295,40932,1. Oxidorreductasas
2296,40957,3. Hidrolasas
2297,41031,4. Liasas
2298,41043,2. Transferasas
2299,41072,2. Transferasas
2300,41216,3. Hidrolasas
2301,41277,2. Transferasas
2302,41295,2. Transferasas
2303,41296,2. Transferasas
2304,41326,2. Transferasas
2305,41334,7. Translocasas
2306,41341,1. Oxidorreductasas
2307,41352,2. Transferasas
2308,41353,3. Hidrolasas
2309,41375,3. Hidrolasas
2310,41377,2. Transferasas
2311,41387,2. Transferasas
2312,41389,2. Transferasas
2313,41391,2. Transferasas
2314,41399,3. Hidrolasas
2315,41406,2. Transferasas
2316,41415,2. Transferasas
2317,41446,2. Transferasas
2318,41448,3. Hidrolasas
2319,41453,6. Ligasas
2320,41457,3. Hidrolasas
2321,41469,3. Hidrolasas
2322,41470,1. Oxidorreductasas
2323,41477,2. Transferasas
2324,41479,2. Transferasas
2325,41484,2. Transferasas
2326,41513,1. Oxidorreductasas
2327,41534,3. Hidrolasas
2328,41543,3. Hidrolasas
2329,41552,1. Oxidorreductasas
2330,41553,1. Oxidorreductasas
2331,41555,2. Transferasas
2332,41557,2. Transferasas
2333,41597,2. Transferasas
2334,41607,2. Transferasas
2335,41612,6. Ligasas
2336,41625,3. Hidrolasas
2337,41641,1. Oxidorreductasas
2338,41649,3. Hidrolasas
2339,41683,3. Hidrolasas
2340,41702,3. Hidrolasas
2341,41705,3. Hidrolasas
2342,41707,3. Hidrolasas
2343,41708,3. Hidrolasas
2344,41709,3. Hidrolasas
2345,41710,3. Hidrolasas
2346,41719,3. Hidrolasas
2347,41720,3. Hidrolasas
2348,41730,4. Liasas
2349,41732,2. Transferasas
2350,41778,3. Hidrolasas
2351,41800,2. Transferasas
2352,41806,3. Hidrolasas
2353,41822,3. Hidrolasas
2354,41823,5. Isomerasas
2355,41833,2. Transferasas
2356,41840,3. Hidrolasas
2357,41880,3. Hidrolasas
2358,41893,5. Isomerasas
2359,41944,2. Transferasas
2360,41956,2. Transferasas
2361,42057,1. Oxidorreductasas
2362,42060,5. Isomerasas
2363,42062,5. Isomerasas
2364,42063,5. Isomerasas
2365,42074,1. Oxidorreductasas
2366,42075,1. Oxidorreductasas
2367,42113,1. Oxidorreductasas
2368,42128,3. Hidrolasas
2369,42132,3. Hidrolasas
2370,42154,2. Transferasas
2371,42166,2. Transferasas
2372,42179,3. Hidrolasas
2373,42187,2. Transferasas
2374,42193,3. Hidrolasas
2375,42202,1. Oxidorreductasas
2376,42208,1. Oxidorreductasas
2377,42285,1. Oxidorreductasas
2378,42288,3. Hidrolasas
2379,42303,1. Oxidorreductasas
2380,42324,2. Transferasas
2381,42325,2. Transferasas
2382,42332,2. Transferasas
2383,42334,2. Transferasas
2384,42361,3. Hidrolasas
2385,42367,2. Transferasas
2386,42368,2. Transferasas
2387,42373,2. Transferasas
2388,42470,1. Oxidorreductasas
2389,42498,2. Transferasas
2390,42525,2. Transferasas
2391,42637,2. Transferasas
2392,42647,1. Oxidorreductasas
2393,42709,3. Hidrolasas
2394,42779,3. Hidrolasas
2395,42780,3. Hidrolasas
2396,42781,3. Hidrolasas
2397,42790,3. Hidrolasas
2398,42793,4. Liasas
2399,42835,3. Hidrolasas
2400,42836,3. Hidrolasas
2401,42843,2. Transferasas
2402,42844,5. Isomerasas
2403,42849,2. Transferasas
2404,42899,3. Hidrolasas
2405,42904,1. Oxidorreductasas
2406,42914,2. Transferasas
2407,42915,3. Hidrolasas
2408,42916,7. Translocasas
2409,42921,3. Hidrolasas
2410,42922,3. Hidrolasas
2411,42928,1. Oxidorreductasas
2412,42932,3. Hidrolasas
2413,42934,1. Oxidorreductasas
2414,42937,2. Transferasas
2415,42938,2. Transferasas
2416,42940,3. Hidrolasas
2417,42942,3. Hidrolasas
2418,42944,2. Transferasas
2419,42952,2. Transferasas
2420,42961,2. Transferasas
2421,42968,3. Hidrolasas
2422,42971,2. Transferasas
2423,42973,3. Hidrolasas
2424,42988,2. Transferasas
2425,42991,2. Transferasas
2426,42993,2. Transferasas
2427,43009,5. Isomerasas
2428,43020,2. Transferasas
2429,43041,3. Hidrolasas
2430,43043,2. Transferasas
2431,43063,1. Oxidorreductasas
2432,43073,3. Hidrolasas
2433,43074,5. Isomerasas
2434,43077,4. Liasas
2435,43078,3. Hidrolasas
2436,43086,6. Ligasas
2437,43109,6. Ligasas
2438,43174,3. Hidrolasas
2439,43177,4. Liasas
2440,43178,2. Transferasas
2441,43179,2. Transferasas
2442,43187,2. Transferasas
2443,43198,3. Hidrolasas
2444,43207,2. Transferasas
2445,43209,2. Transferasas
2446,43231,2. Transferasas
2447,43244,1. Oxidorreductasas
2448,43254,5. Isomerasas
2449,43266,3. Hidrolasas
2450,43269,2. Transferasas
2451,43273,2. Transferasas
2452,43277,2. Transferasas
2453,43281,2. Transferasas
2454,43292,2. Transferasas
2455,43313,2. Transferasas
2456,43355,1. Oxidorreductasas
2457,43377,2. Transferasas
2458,43378,2. Transferasas
2459,43396,2. Transferasas
2460,43400,3. Hidrolasas
2461,43404,2. Transferasas
2462,43432,3. Hidrolasas
2463,43458,2. Transferasas
2464,43459,2. Transferasas
2465,43461,1. Oxidorreductasas
2466,43477,1. Oxidorreductasas
2467,43486,2. Transferasas
2468,43495,5. Isomerasas
2469,43496,2. Transferasas
2470,43497,2. Transferasas
2471,43512,3. Hidrolasas
2472,43527,2. Transferasas
2473,43539,1. Oxidorreductasas
2474,43548,2. Transferasas
2475,43550,5. Isomerasas
2476,43554,2. Transferasas
2477,43563,2. Transferasas
2478,43568,3. Hidrolasas
2479,43584,1. Oxidorreductasas
2480,43585,3. Hidrolasas
2481,43605,2. Transferasas
2482,43623,3. Hidrolasas
2483,43627,6. Ligasas
2484,43692,3. Hidrolasas
2485,43697,3. Hidrolasas
2486,43741,2. Transferasas
2487,43757,3. Hidrolasas
2488,43763,1. Oxidorreductasas
2489,43765,2. Transferasas
2490,43776,2. Transferasas
2491,43787,2. Transferasas
2492,43788,2. Transferasas
2493,43793,1. Oxidorreductasas
2494,43794,3. Hidrolasas
2495,43796,3. Hidrolasas
2496,43799,6. Ligasas
2497,43801,2. Transferasas
2498,43802,2. Transferasas
2499,43809,7. Translocasas
2500,43823,1. Oxidorreductasas
2501,43824,2. Transferasas
2502,43833,3. Hidrolasas
2503,43836,2. Transferasas
2504,43837,2. Transferasas
2505,43838,2. Transferasas
2506,43839,2. Transferasas
2507,43844,4. Liasas
2508,43894,2. Transferasas
2509,43898,2. Transferasas
2510,43902,1. Oxidorreductasas
2511,43909,2. Transferasas
2512,43914,2. Transferasas
2513,43921,2. Transferasas
2514,43934,2. Transferasas
2515,43938,5. Isomerasas
2516,43950,6. Ligasas
2517,43996,2. Transferasas
2518,43997,5. Isomerasas
2519,44027,1. Oxidorreductasas
2520,44087,2. Transferasas
2521,44098,2. Transferasas
2522,44099,3. Hidrolasas
2523,44106,3. Hidrolasas
2524,44123,3. Hidrolasas
2525,44168,2. Transferasas
2526,44195,3. Hidrolasas
2527,44211,4. Liasas
2528,44215,2. Transferasas
2529,44231,3. Hidrolasas
2530,44236,5. Isomerasas
2531,44237,2. Transferasas
2532,44238,1. Oxidorreductasas
2533,44241,2. Transferasas
2534,44249,2. Transferasas
2535,44315,6. Ligasas
2536,44331,7. Translocasas
2537,44340,2. Transferasas
2538,44351,5. Isomerasas
2539,44377,3. Hidrolasas
2540,44382,3. Hidrolasas
2541,44390,2. Transferasas
2542,44397,5. Isomerasas
2543,44427,2. Transferasas
2544,44445,3. Hidrolasas
2545,44446,2. Transferasas
2546,44478,4. Liasas
2547,44485,2. Transferasas
2548,44532,2. Transferasas
2549,44540,3. Hidrolasas
2550,44545,5. Isomerasas
2551,44547,2. Transferasas
2552,44560,2. Transferasas
2553,44564,2. Transferasas
2554,44565,1. Oxidorreductasas
2555,44566,2. Transferasas
2556,44568,3. Hidrolasas
2557,44588,3. Hidrolasas
2558,44590,3. Hidrolasas
2559,44609,3. Hidrolasas
2560,44635,3. Hidrolasas
2561,44648,3. Hidrolasas
2562,44649,3. Hidrolasas
2563,44717,2. Transferasas
2564,44726,3. Hidrolasas
2565,44728,7. Translocasas
2566,44745,2. Transferasas
2567,44765,3. Hidrolasas
2568,44766,3. Hidrolasas
2569,44772,4. Liasas
2570,44773,3. Hidrolasas
2571,44775,2. Transferasas
2572,44810,2. Transferasas
2573,44822,1. Oxidorreductasas
2574,44840,1. Oxidorreductasas
2575,44846,2. Transferasas
2576,44871,3. Hidrolasas
2577,44877,1. Oxidorreductasas
2578,44882,2. Transferasas
2579,44895,3. Hidrolasas
2580,44897,3. Hidrolasas
2581,44903,2. Transferasas
2582,44907,2. Transferasas
2583,44913,5. Isomerasas
2584,44918,4. Liasas
2585,44943,1. Oxidorreductasas
2586,44944,2. Transferasas
2587,44947,2. Transferasas
2588,44971,3. Hidrolasas
2589,44976,2. Transferasas
2590,44978,3. Hidrolasas
2591,44990,2. Transferasas
2592,44992,1. Oxidorreductasas
2593,44994,1. Oxidorreductasas
2594,45031,5. Isomerasas
2595,45074,5. Isomerasas
2596,45076,2. Transferasas
2597,45079,2. Transferasas
2598,45094,2. Transferasas
2599,45128,1. Oxidorreductasas
2600,45136,2. Transferasas
2601,45174,3. Hidrolasas
2602,45191,2. Transferasas
2603,45206,3. Hidrolasas
2604,45210,2. Transferasas
2605,45274,2. Transferasas
2606,45287,2. Transferasas
2607,45313,2. Transferasas
2608,45323,2. Transferasas
2609,45350,2. Transferasas
2610,45362,2. Transferasas
2611,45403,3. Hidrolasas
2612,45418,3. Hidrolasas
2613,45463,2. Transferasas
2614,45472,3. Hidrolasas
2615,45496,3. Hidrolasas
2616,45497,2. Transferasas
2617,45528,2. Transferasas
2618,45539,6. Ligasas
2619,45664,3. Hidrolasas
2620,45697,4. Liasas
2621,45701,2. Transferasas
2622,45702,2. Transferasas
2623,45714,2. Transferasas
2624,45715,2. Transferasas
2625,45788,4. Liasas
2626,45808,2. Transferasas
2627,45832,2. Transferasas
2628,45833,2. Transferasas
2629,45835,5. Isomerasas
2630,45845,1. Oxidorreductasas
2631,45881,3. Hidrolasas
2632,45913,2. Transferasas
2633,45958,2. Transferasas
2634,45980,1. Oxidorreductasas
2635,45988,2. Transferasas
2636,46003,2. Transferasas
2637,46014,2. Transferasas
2638,46035,1. Oxidorreductasas
2639,46036,2. Transferasas
2640,46136,1. Oxidorreductasas
2641,46137,2. Transferasas
2642,46139,3. Hidrolasas
2643,46141,2. Transferasas
2644,46147,2. Transferasas
2645,46148,3. Hidrolasas
2646,46150,5. Isomerasas
2647,46156,1. Oxidorreductasas
2648,46162,5. Isomerasas
2649,46167,2. Transferasas
2650,46182,6. Ligasas
2651,46189,3. Hidrolasas
2652,46201,2. Transferasas
2653,46224,1. Oxidorreductasas
2654,46291,7. Translocasas
2655,46298,7. Translocasas
2656,46301,2. Transferasas
2657,46344,3. Hidrolasas
2658,46381,2. Transferasas
2659,46382,2. Transferasas
2660,46392,2. Transferasas
2661,46418,3. Hidrolasas
2662,46429,2. Transferasas
2663,46514,3. Hidrolasas
2664,46591,6. Ligasas
2665,46596,3. Hidrolasas
2666,46639,7. Translocasas
2667,46640,7. Translocasas
2668,46644,3. Hidrolasas
2669,46645,3. Hidrolasas
2670,46655,2. Transferasas
2671,46686,1. Oxidorreductasas
2672,46691,2. Transferasas
2673,46700,2. Transferasas
2674,46712,3. Hidrolasas
2675,46726,3. Hidrolasas
2676,46730,2. Transferasas
2677,46734,3. Hidrolasas
2678,46739,2. Transferasas
2679,46742,4. Liasas
2680,46743,2. Transferasas
2681,46745,2. Transferasas
2682,46758,5. Isomerasas
2683,46790,2. Transferasas
2684,46796,2. Transferasas
2685,46799,2. Transferasas
2686,46866,3. Hidrolasas
2687,46872,3. Hidrolasas
2688,46877,6. Ligasas
2689,46909,7. Translocasas
2690,46910,2. Transferasas
2691,46911,2. Transferasas
2692,46968,2. Transferasas
2693,47012,5. Isomerasas
2694,47015,4. Liasas
2695,47044,2. Transferasas
2696,47088,6. Ligasas
2697,47097,6. Ligasas
2698,47118,7. Translocasas
2699,47187,7. Translocasas
2700,47195,2. Transferasas
2701,47319,2. Transferasas
2702,47606,2. Transferasas
2703,47608,2. Transferasas
2704,47624,5. Isomerasas
2705,47734,2. Transferasas
2706,47853,5. Isomerasas
2707,47997,2. Transferasas
2708,48001,3. Hidrolasas
2709,48002,2. Transferasas
2710,48073,3. Hidrolasas
2711,48080,3. Hidrolasas
2712,48088,3. Hidrolasas
2713,48095,4. Liasas
2714,48101,2. Transferasas
2715,48102,1. Oxidorreductasas
2716,48129,2. Transferasas
2717,48153,3. Hidrolasas
2718,48207,2. Transferasas
2719,48248,3. Hidrolasas
2720,48264,2. Transferasas
2721,48267,2. Transferasas
2722,48274,2. Transferasas
2723,48278,3. Hidrolasas
2724,48294,3. Hidrolasas
2725,48301,2. Transferasas
2726,48316,1. Oxidorreductasas
2727,48324,2. Transferasas
2728,48328,2. Transferasas
2729,48336,3. Hidrolasas
2730,48337,1. Oxidorreductasas
2731,48340,3. Hidrolasas
2732,48341,2. Transferasas
2733,48372,3. Hidrolasas
2734,48378,1. Oxidorreductasas
2735,48390,2. Transferasas
2736,48406,3. Hidrolasas
2737,48412,5. Isomerasas
2738,48503,3. Hidrolasas
2739,48523,2. Transferasas
2740,48524,2. Transferasas
2741,48527,2. Transferasas
2742,48546,1. Oxidorreductasas
2743,48690,1. Oxidorreductasas
2744,48717,2. Transferasas
2745,48718,2. Transferasas
2746,48727,5. Isomerasas
2747,48728,3. Hidrolasas
2748,48745,3. Hidrolasas
2749,48794,2. Transferasas
2750,48802,2. Transferasas
2751,48818,4. Liasas
2752,48838,2. Transferasas
2753,48856,2. Transferasas
2754,48862,3. Hidrolasas
2755,48884,2. Transferasas
2756,48885,2. Transferasas
2757,48891,3. Hidrolasas
2758,48892,3. Hidrolasas
2759,48894,3. Hidrolasas
2760,48912,2. Transferasas
2761,48921,2. Transferasas
2762,48933,1. Oxidorreductasas
2763,48994,5. Isomerasas
2764,49015,2. Transferasas
2765,49026,1. Oxidorreductasas
2766,49028,2. Transferasas
2767,49029,2. Transferasas
2768,49033,2. Transferasas
2769,49051,2. Transferasas
2770,49054,3. Hidrolasas
2771,49061,3. Hidrolasas
2772,49097,2. Transferasas
2773,49130,1. Oxidorreductasas
2774,49177,2. Transferasas
2775,49206,3. Hidrolasas
2776,49207,1. Oxidorreductasas
2777,49208,7. Translocasas
2778,49214,2. Transferasas
2779,49220,3. Hidrolasas
2780,49221,2. Transferasas
2781,49243,2. Transferasas
2782,49246,2. Transferasas
2783,49252,2. Transferasas
2784,49253,1. Oxidorreductasas
2785,49268,1. Oxidorreductasas
2786,49269,1. Oxidorreductasas
2787,49291,3. Hidrolasas
2788,49327,3. Hidrolasas
2789,49337,2. Transferasas
2790,49354,3. Hidrolasas
2791,49356,2. Transferasas
2792,49365,5. Isomerasas
2793,49402,2. Transferasas
2794,49407,1. Oxidorreductasas
2795,49430,2. Transferasas
2796,49437,2. Transferasas
2797,49441,2. Transferasas
2798,49463,2. Transferasas
2799,49499,3. Hidrolasas
2800,49607,3. Hidrolasas
2801,49618,3. Hidrolasas
2802,49619,3. Hidrolasas
2803,49634,2. Transferasas
2804,49646,3. Hidrolasas
2805,49671,2. Transferasas
2806,49672,2. Transferasas
2807,49717,2. Transferasas
2808,49779,2. Transferasas
2809,49786,2. Transferasas
2810,49910,3. Hidrolasas
2811,49917,3. Hidrolasas
2812,49943,1. Oxidorreductasas
2813,49954,1. Oxidorreductasas
2814,49969,2. Transferasas
2815,49979,3. Hidrolasas
2816,49981,3. Hidrolasas
2817,49984,7. Translocasas
2818,50030,5. Isomerasas
2819,50074,2. Transferasas
2820,50097,3. Hidrolasas
2821,50168,4. Liasas
2822,50174,3. Hidrolasas
2823,50181,1. Oxidorreductasas
2824,50184,6. Ligasas
2825,50186,2. Transferasas
2826,50196,4. Liasas
2827,50197,2. Transferasas
2828,50199,3. Hidrolasas
2829,50205,4. Liasas
2830,50208,1. Oxidorreductasas
2831,50214,3. Hidrolasas
2832,50222,3. Hidrolasas
2833,50266,2. Transferasas
2834,50415,3. Hidrolasas
2835,50493,2. Transferasas
2836,50505,1. Oxidorreductasas
2837,50507,2. Transferasas
2838,50521,4. Liasas
2839,50530,2. Transferasas
2840,50531,2. Transferasas
