,original_index,Grupo_Metabolico
985,16108,3. Hidrolasas
986,16109,3. Hidrolasas
987,16110,2. Transferasas
988,16129,2. Transferasas
989,16131,2. Transferasas
990,16147,3. Hidrolasas
991,16224,2. Transferasas
992,16231,2. Transferasas
993,16241,3. Hidrolasas
994,16249,3. Hidrolasas
995,16265,2. Transferasas
996,16281,6. Ligasas
997,16310,3. Hidrolasas
998,16326,5. Isomerasas
999,16338,2. Transferasas
1000,16356,5. Isomerasas
1001,16357,5. Isomerasas
1002,16362,2. Transferasas
1003,16363,2. Transferasas
1004,16368,2. Transferasas
1005,16391,1. Oxidorreductasas
1006,16407,3. Hidrolasas
1007,16425,3. Hidrolasas
1008,16445,3. Hidrolasas
1009,16447,6. Ligasas
1010,16493,2. Transferasas
1011,16499,2. Transferasas
1012,16714,2. Transferasas
1013,16899,2. Transferasas
1014,17006,3. Hidrolasas
1015,17039,2. Transferasas
1016,17041,3. Hidrolasas
1017,17116,1. Oxidorreductasas
1018,17153,1. Oxidorreductasas
1019,17192,2. Transferasas
1020,17235,2. Transferasas
1021,17256,2. Transferasas
1022,17278,1. Oxidorreductasas
1023,17307,4. Liasas
1024,17316,2. Transferasas
1025,17329,3. Hidrolasas
1026,17449,2. Transferasas
1027,17487,3. Hidrolasas
1028,17545,2. Transferasas
1029,17548,2. Transferasas
1030,17549,1. Oxidorreductasas
1031,17550,3. Hidrolasas
1032,17553,2. Transferasas
1033,17554,2. Transferasas
1034,17555,3. Hidrolasas
1035,17564,3. Hidrolasas
1036,17566,2. Transferasas
1037,17582,1. Oxidorreductasas
1038,17603,1. Oxidorreductasas
1039,17641,2. Transferasas
1040,17643,1. Oxidorreductasas
1041,17653,4. Liasas
1042,17654,4. Liasas
1043,17655,1. Oxidorreductasas
1044,17681,2. Transferasas
1045,17684,3. Hidrolasas
1046,17711,2. Transferasas
1047,17792,2. Transferasas
1048,17797,7. Translocasas
1049,17825,3. Hidrolasas
1050,17826,1. Oxidorreductasas
1051,17830,5. Isomerasas
1052,17837,2. Transferasas
1053,17863,2. Transferasas
1054,17868,5. Isomerasas
1055,17870,5. Isomerasas
1056,17872,3. Hidrolasas
1057,17877,2. Transferasas
1058,17894,2. Transferasas
1059,17927,6. Ligasas
1060,17952,3. Hidrolasas
1061,17956,1. Oxidorreductasas
1062,17957,2. Transferasas
1063,17973,3. Hidrolasas
1064,17978,2. Transferasas
1065,17979,2. Transferasas
1066,17995,2. Transferasas
1067,18062,3. Hidrolasas
1068,18086,1. Oxidorreductasas
1069,18087,2. Transferasas
1070,18098,2. Transferasas
1071,18103,3. Hidrolasas
1072,18108,2. Transferasas
1073,18121,3. Hidrolasas
1074,18124,5. Isomerasas
1075,18152,4. Liasas
1076,18157,1. Oxidorreductasas
1077,18164,2. Transferasas
1078,18165,2. Transferasas
1079,18201,2. Transferasas
1080,18241,2. Transferasas
1081,18246,2. Transferasas
1082,18278,1. Oxidorreductasas
1083,18292,2. Transferasas
1084,18310,6. Ligasas
1085,18354,2. Transferasas
1086,18372,2. Transferasas
1087,18378,2. Transferasas
1088,18408,2. Transferasas
1089,18409,2. Transferasas
1090,18414,1. Oxidorreductasas
1091,18415,1. Oxidorreductasas
1092,18421,5. Isomerasas
1093,18441,2. Transferasas
1094,18448,2. Transferasas
1095,18462,3. Hidrolasas
1096,18483,2. Transferasas
1097,18523,2. Transferasas
1098,18585,2. Transferasas
1099,18586,2. Transferasas
1100,18590,2. Transferasas
1101,18594,2. Transferasas
1102,18607,2. Transferasas
1103,18634,3. Hidrolasas
1104,18656,2. Transferasas
1105,18674,2. Transferasas
1106,18679,2. Transferasas
1107,18707,2. Transferasas
1108,18726,3. Hidrolasas
1109,18791,3. Hidrolasas
1110,18826,3. Hidrolasas
1111,18827,2. Transferasas
1112,18837,2. Transferasas
1113,18863,2. Transferasas
1114,18872,2. Transferasas
1115,18881,2. Transferasas
1116,18886,7. Translocasas
1117,18906,2. Transferasas
1118,18925,5. Isomerasas
1119,18926,3. Hidrolasas
1120,18948,2. Transferasas
1121,18952,3. Hidrolasas
1122,18956,2. Transferasas
1123,18964,2. Transferasas
1124,18972,2. Transferasas
1125,19077,3. Hidrolasas
1126,19078,1. Oxidorreductasas
1127,19096,1. Oxidorreductasas
1128,19102,3. Hidrolasas
1129,19143,3. Hidrolasas
1130,19171,3. Hidrolasas
1131,19178,2. Transferasas
1132,19204,3. Hidrolasas
1133,19219,2. Transferasas
1134,19234,2. Transferasas
1135,19238,2. Transferasas
1136,19241,2. Transferasas
1137,19247,1. Oxidorreductasas
1138,19260,2. Transferasas
1139,19268,1. Oxidorreductasas
1140,19277,5. Isomerasas
1141,19296,1. Oxidorreductasas
1142,19314,6. Ligasas
1143,19316,1. Oxidorreductasas
1144,19380,3. Hidrolasas
1145,19420,3. Hidrolasas
1146,19428,3. Hidrolasas
1147,19470,2. Transferasas
1148,19474,3. Hidrolasas
1149,19478,2. Transferasas
1150,19479,2. Transferasas
1151,19480,2. Transferasas
1152,19541,2. Transferasas
1153,19555,7. Translocasas
1154,19585,2. Transferasas
1155,19603,2. Transferasas
1156,19610,3. Hidrolasas
1157,19638,2. Transferasas
1158,19644,2. Transferasas
1159,19648,3. Hidrolasas
1160,19655,5. Isomerasas
1161,19665,4. Liasas
1162,19668,2. Transferasas
1163,19673,3. Hidrolasas
1164,19680,2. Transferasas
1165,19683,2. Transferasas
1166,19686,2. Transferasas
1167,19687,2. Transferasas
1168,19689,2. Transferasas
1169,19692,2. Transferasas
1170,19824,2. Transferasas
1171,19992,3. Hidrolasas
1172,19994,1. Oxidorreductasas
1173,19995,1. Oxidorreductasas
1174,20085,1. Oxidorreductasas
1175,20096,2. Transferasas
1176,20109,3. Hidrolasas
1177,20175,2. Transferasas
1178,20191,2. Transferasas
1179,20239,5. Isomerasas
1180,20303,2. Transferasas
1181,20380,2. Transferasas
1182,20489,3. Hidrolasas
1183,20653,2. Transferasas
1184,20692,3. Hidrolasas
1185,20728,2. Transferasas
1186,20795,3. Hidrolasas
1187,20812,3. Hidrolasas
1188,20840,2. Transferasas
1189,20841,2. Transferasas
1190,20924,2. Transferasas
1191,20931,2. Transferasas
1192,20938,5. Isomerasas
1193,20940,2. Transferasas
1194,20941,2. Transferasas
1195,20944,3. Hidrolasas
1196,20945,2. Transferasas
1197,20951,4. Liasas
1198,20953,2. Transferasas
1199,20955,4. Liasas
1200,20960,5. Isomerasas
1201,20995,3. Hidrolasas
1202,21013,2. Transferasas
1203,21034,2. Transferasas
1204,21038,6. Ligasas
1205,21048,2. Transferasas
1206,21061,2. Transferasas
1207,21082,2. Transferasas
1208,21086,2. Transferasas
1209,21099,1. Oxidorreductasas
1210,21109,2. Transferasas
1211,21121,2. Transferasas
1212,21135,1. Oxidorreductasas
1213,21150,2. Transferasas
1214,21274,1. Oxidorreductasas
1215,21330,2. Transferasas
1216,21373,1. Oxidorreductasas
1217,21392,1. Oxidorreductasas
1218,21394,2. Transferasas
1219,21397,2. Transferasas
1220,21400,5. Isomerasas
1221,21401,5. Isomerasas
1222,21502,2. Transferasas
1223,21503,2. Transferasas
1224,21505,2. Transferasas
1225,21520,2. Transferasas
1226,21523,2. Transferasas
1227,21524,2. Transferasas
1228,21559,2. Transferasas
1229,21568,2. Transferasas
1230,21573,2. Transferasas
1231,21576,2. Transferasas
1232,21583,2. Transferasas
1233,21601,3. Hidrolasas
1234,21607,3. Hidrolasas
1235,21668,5. Isomerasas
1236,21669,3. Hidrolasas
1237,21703,5. Isomerasas
1238,21715,3. Hidrolasas
1239,21731,2. Transferasas
1240,21732,1. Oxidorreductasas
1241,21744,1. Oxidorreductasas
1242,21749,3. Hidrolasas
1243,21764,3. Hidrolasas
1244,21785,3. Hidrolasas
1245,21786,2. Transferasas
1246,21819,6. Ligasas
1247,21844,3. Hidrolasas
1248,21851,4. Liasas
1249,21886,5. Isomerasas
1250,21900,2. Transferasas
1251,21924,2. Transferasas
1252,21932,2. Transferasas
1253,21937,2. Transferasas
1254,21951,3. Hidrolasas
1255,21952,3. Hidrolasas
1256,21953,3. Hidrolasas
1257,21966,3. Hidrolasas
1258,21982,3. Hidrolasas
1259,21994,3. Hidrolasas
1260,22050,2. Transferasas
1261,22058,1. Oxidorreductasas
1262,22062,6. Ligasas
1263,22088,2. Transferasas
1264,22092,3. Hidrolasas
1265,22111,2. Transferasas
1266,22113,3. Hidrolasas
1267,22122,3. Hidrolasas
1268,22125,2. Transferasas
1269,22174,4. Liasas
1270,22177,2. Transferasas
1271,22196,5. Isomerasas
1272,22200,3. Hidrolasas
1273,22207,2. Transferasas
1274,22228,2. Transferasas
1275,22230,2. Transferasas
1276,22259,2. Transferasas
1277,22260,2. Transferasas
1278,22272,2. Transferasas
1279,22284,3. Hidrolasas
1280,22403,1. Oxidorreductasas
1281,22433,2. Transferasas
1282,22452,2. Transferasas
1283,22460,5. Isomerasas
1284,22500,3. Hidrolasas
1285,22502,2. Transferasas
1286,22511,2. Transferasas
1287,22520,3. Hidrolasas
1288,22521,7. Translocasas
1289,22538,2. Transferasas
1290,22612,2. Transferasas
1291,22619,2. Transferasas
1292,22623,5. Isomerasas
1293,22636,4. Liasas
1294,22664,3. Hidrolasas
1295,22667,3. Hidrolasas
1296,22706,6. Ligasas
1297,22714,1. Oxidorreductasas
1298,22715,3. Hidrolasas
1299,22728,2. Transferasas
1300,22741,5. Isomerasas
1301,22744,2. Transferasas
1302,22745,2. Transferasas
1303,22746,2. Transferasas
1304,22747,2. Transferasas
1305,22749,2. Transferasas
1306,22755,2. Transferasas
1307,22764,4. Liasas
1308,22797,2. Transferasas
1309,22841,2. Transferasas
1310,22849,2. Transferasas
1311,22850,5. Isomerasas
1312,22851,1. Oxidorreductasas
1313,22866,6. Ligasas
1314,22872,2. Transferasas
1315,22878,2. Transferasas
1316,22886,2. Transferasas
1317,22890,2. Transferasas
1318,22901,2. Transferasas
1319,22903,3. Hidrolasas
1320,22908,5. Isomerasas
1321,22910,2. Transferasas
1322,22918,3. Hidrolasas
1323,22926,2. Transferasas
1324,22939,5. Isomerasas
1325,22941,1. Oxidorreductasas
1326,22943,2. Transferasas
1327,22947,2. Transferasas
1328,22949,2. Transferasas
1329,22954,2. Transferasas
1330,22959,2. Transferasas
1331,22972,3. Hidrolasas
1332,22973,2. Transferasas
1333,22980,2. Transferasas
1334,22995,5. Isomerasas
1335,22998,3. Hidrolasas
1336,23013,2. Transferasas
1337,23014,3. Hidrolasas
1338,23024,4. Liasas
1339,23028,3. Hidrolasas
1340,23053,3. Hidrolasas
1341,23055,3. Hidrolasas
1342,23059,2. Transferasas
1343,23065,1. Oxidorreductasas
1344,23079,2. Transferasas
1345,23119,3. Hidrolasas
1346,23126,3. Hidrolasas
1347,23129,2. Transferasas
1348,23142,5. Isomerasas
1349,23145,5. Isomerasas
1350,23146,2. Transferasas
1351,23214,2. Transferasas
1352,23225,3. Hidrolasas
1353,23227,3. Hidrolasas
1354,23230,3. Hidrolasas
1355,23272,3. Hidrolasas
1356,23334,2. Transferasas
1357,23473,2. Transferasas
1358,23554,1. Oxidorreductasas
1359,23777,3. Hidrolasas
1360,23846,6. Ligasas
1361,23869,2. Transferasas
1362,23961,2. Transferasas
1363,23968,2. Transferasas
1364,23988,3. Hidrolasas
1365,23989,3. Hidrolasas
1366,24012,3. Hidrolasas
1367,24094,2. Transferasas
1368,24228,5. Isomerasas
1369,24229,5. Isomerasas
1370,24232,5. Isomerasas
1371,24234,5. Isomerasas
1372,24236,5. Isomerasas
1373,24238,5. Isomerasas
1374,24240,5. Isomerasas
1375,24278,3. Hidrolasas
1376,24351,5. Isomerasas
1377,24405,2. Transferasas
1378,24503,5. Isomerasas
1379,24530,7. Translocasas
1380,24544,2. Transferasas
1381,24555,4. Liasas
1382,24572,3. Hidrolasas
1383,24577,2. Transferasas
1384,24663,2. Transferasas
1385,24736,3. Hidrolasas
1386,24779,3. Hidrolasas
1387,24911,3. Hidrolasas
1388,24974,6. Ligasas
1389,24978,2. Transferasas
1390,24980,2. Transferasas
1391,24981,4. Liasas
1392,24985,1. Oxidorreductasas
1393,24992,3. Hidrolasas
1394,24994,6. Ligasas
1395,24999,3. Hidrolasas
1396,25000,3. Hidrolasas
1397,25005,3. Hidrolasas
1398,25032,5. Isomerasas
1399,25039,3. Hidrolasas
1400,25041,3. Hidrolasas
1401,25049,7. Translocasas
1402,25052,3. Hidrolasas
1403,25055,4. Liasas
1404,25059,1. Oxidorreductasas
1405,25064,1. Oxidorreductasas
1406,25065,1. Oxidorreductasas
1407,25073,5. Isomerasas
1408,25083,2. Transferasas
1409,25107,3. Hidrolasas
1410,25110,2. Transferasas
1411,25111,2. Transferasas
1412,25141,3. Hidrolasas
1413,25144,2. Transferasas
1414,25152,2. Transferasas
1415,25191,3. Hidrolasas
1416,25226,2. Transferasas
1417,25284,5. Isomerasas
1418,25324,2. Transferasas
1419,25325,2. Transferasas
1420,25331,2. Transferasas
1421,25336,2. Transferasas
1422,25337,1. Oxidorreductasas
1423,25338,2. Transferasas
1424,25345,1. Oxidorreductasas
1425,25347,5. Isomerasas
1426,25352,4. Liasas
1427,25375,2. Transferasas
1428,25377,3. Hidrolasas
1429,25396,2. Transferasas
1430,25468,1. Oxidorreductasas
1431,25469,2. Transferasas
1432,25477,4. Liasas
1433,25512,2. Transferasas
1434,25540,1. Oxidorreductasas
1435,25555,3. Hidrolasas
1436,25580,2. Transferasas
1437,25603,2. Transferasas
1438,25616,2. Transferasas
1439,25637,2. Transferasas
1440,25653,1. Oxidorreductasas
1441,25680,3. Hidrolasas
1442,25690,2. Transferasas
1443,25721,3. Hidrolasas
1444,25727,2. Transferasas
1445,25735,2. Transferasas
1446,25740,1. Oxidorreductasas
1447,25744,2. Transferasas
1448,25745,1. Oxidorreductasas
1449,25764,2. Transferasas
1450,25768,5. Isomerasas
1451,25769,5. Isomerasas
1452,25780,3. Hidrolasas
1453,25791,3. Hidrolasas
1454,25792,3. Hidrolasas
1455,25793,3. Hidrolasas
1456,25836,3. Hidrolasas
1457,25849,3. Hidrolasas
1458,25853,3. Hidrolasas
1459,25854,3. Hidrolasas
1460,25874,1. Oxidorreductasas
1461,25875,1. Oxidorreductasas
1462,25876,5. Isomerasas
1463,25896,1. Oxidorreductasas
1464,25905,2. Transferasas
1465,25914,5. Isomerasas
1466,25925,2. Transferasas
1467,25926,2. Transferasas
1468,25935,3. Hidrolasas
1469,25938,3. Hidrolasas
1470,25957,2. Transferasas
1471,25964,2. Transferasas
1472,25966,3. Hidrolasas
1473,26040,1. Oxidorreductasas
1474,26055,2. Transferasas
1475,26056,2. Transferasas
1476,26086,2. Transferasas
1477,26142,2. Transferasas
1478,26151,2. Transferasas
1479,26156,2. Transferasas
1480,26182,2. Transferasas
1481,26183,1. Oxidorreductasas
1482,26198,2. Transferasas
1483,26255,1. Oxidorreductasas
1484,26270,5. Isomerasas
1485,26275,4. Liasas
1486,26280,3. Hidrolasas
1487,26288,3. Hidrolasas
1488,26309,3. Hidrolasas
1489,26353,5. Isomerasas
1490,26354,2. Transferasas
1491,26358,2. Transferasas
1492,26359,2. Transferasas
1493,26364,5. Isomerasas
1494,26393,4. Liasas
1495,26426,2. Transferasas
1496,26476,3. Hidrolasas
1497,26504,4. Liasas
1498,26512,2. Transferasas
1499,26545,5. Isomerasas
1500,26594,7. Translocasas
1501,26595,7. Translocasas
1502,26617,2. Transferasas
1503,26630,3. Hidrolasas
1504,26631,2. Transferasas
1505,26642,6. Ligasas
1506,26650,2. Transferasas
1507,26657,1. Oxidorreductasas
1508,26661,5. Isomerasas
1509,26682,2. Transferasas
1510,26685,3. Hidrolasas
1511,26689,2. Transferasas
1512,26690,2. Transferasas
1513,26692,1. Oxidorreductasas
1514,26707,1. Oxidorreductasas
1515,26719,3. Hidrolasas
1516,26735,2. Transferasas
1517,26738,5. Isomerasas
1518,26742,2. Transferasas
1519,26812,1. Oxidorreductasas
1520,26815,2. Transferasas
1521,26847,1. Oxidorreductasas
1522,26859,2. Transferasas
1523,26883,1. Oxidorreductasas
1524,26885,2. Transferasas
1525,26896,2. Transferasas
1526,26914,2. Transferasas
1527,26916,1. Oxidorreductasas
1528,26922,2. Transferasas
1529,26925,2. Transferasas
1530,26926,2. Transferasas
1531,26967,2. Transferasas
1532,26977,2. Transferasas
1533,26986,2. Transferasas
1534,26988,5. Isomerasas
1535,27020,2. Transferasas
1536,27022,2. Transferasas
1537,27038,2. Transferasas
1538,27070,3. Hidrolasas
1539,27103,2. Transferasas
1540,27164,3. Hidrolasas
1541,27266,2. Transferasas
1542,27267,2. Transferasas
1543,27269,2. Transferasas
1544,27300,3. Hidrolasas
1545,27314,2. Transferasas
1546,27419,3. Hidrolasas
1547,27513,2. Transferasas
1548,27535,5. Isomerasas
1549,27593,1. Oxidorreductasas
1550,27611,5. Isomerasas
1551,27619,2. Transferasas
1552,27621,3. Hidrolasas
1553,27633,2. Transferasas
1554,27673,2. Transferasas
1555,27675,2. Transferasas
1556,27768,2. Transferasas
1557,27771,2. Transferasas
1558,27861,4. Liasas
1559,27867,3. Hidrolasas
1560,28042,7. Translocasas
1561,28046,7. Translocasas
1562,28052,1. Oxidorreductasas
1563,28054,2. Transferasas
1564,28061,3. Hidrolasas
1565,28062,3. Hidrolasas
1566,28072,1. Oxidorreductasas
1567,28177,2. Transferasas
1568,28188,2. Transferasas
1569,28190,2. Transferasas
1570,28292,1. Oxidorreductasas
1571,28293,1. Oxidorreductasas
1572,28300,4. Liasas
1573,28302,2. Transferasas
1574,28323,5. Isomerasas
1575,28329,2. Transferasas
1576,28338,3. Hidrolasas
1577,28342,3. Hidrolasas
1578,28346,3. Hidrolasas
1579,28350,3. Hidrolasas
1580,28354,1. Oxidorreductasas
1581,28356,3. Hidrolasas
1582,28357,3. Hidrolasas
1583,28360,2. Transferasas
1584,28383,2. Transferasas
1585,28384,2. Transferasas
1586,28423,2. Transferasas
1587,28435,3. Hidrolasas
1588,28436,3. Hidrolasas
1589,28468,2. Transferasas
1590,28470,1. Oxidorreductasas
1591,28472,1. Oxidorreductasas
1592,28485,2. Transferasas
1593,28489,4. Liasas
1594,28491,2. Transferasas
1595,28522,2. Transferasas
1596,28534,2. Transferasas
1597,28536,2. Transferasas
1598,28546,3. Hidrolasas
1599,28564,3. Hidrolasas
1600,28569,3. Hidrolasas
1601,28602,2. Transferasas
1602,28603,3. Hidrolasas
1603,28611,2. Transferasas
1604,28617,2. Transferasas
1605,28640,5. Isomerasas
1606,28699,1. Oxidorreductasas
1607,28701,1. Oxidorreductasas
1608,28713,2. Transferasas
1609,28719,2. Transferasas
1610,28720,2. Transferasas
1611,28725,2. Transferasas
1612,28726,2. Transferasas
1613,28739,5. Isomerasas
1614,28774,2. Transferasas
1615,28918,4. Liasas
1616,28925,2. Transferasas
1617,28932,2. Transferasas
1618,28934,1. Oxidorreductasas
1619,28940,3. Hidrolasas
1620,28958,3. Hidrolasas
1621,28988,3. Hidrolasas
1622,29112,1. Oxidorreductasas
1623,29181,3. Hidrolasas
1624,29214,2. Transferasas
1625,29238,2. Transferasas
1626,29352,3. Hidrolasas
1627,29359,3. Hidrolasas
1628,29384,3. Hidrolasas
1629,29387,3. Hidrolasas
1630,29394,2. Transferasas
1631,29395,2. Transferasas
1632,29404,3. Hidrolasas
1633,29405,1. Oxidorreductasas
1634,29457,2. Transferasas
1635,29469,3. Hidrolasas
1636,29480,1. Oxidorreductasas
1637,29481,3. Hidrolasas
1638,29490,3. Hidrolasas
1639,29508,2. Transferasas
1640,29513,3. Hidrolasas
1641,29516,2. Transferasas
1642,29542,2. Transferasas
1643,29544,3. Hidrolasas
1644,29560,2. Transferasas
1645,29573,1. Oxidorreductasas
1646,29587,3. Hidrolasas
1647,29598,2. Transferasas
1648,29601,1. Oxidorreductasas
1649,29614,1. Oxidorreductasas
1650,29622,4. Liasas
1651,29633,1. Oxidorreductasas
1652,29638,3. Hidrolasas
1653,29644,1. Oxidorreductasas
1654,29651,3. Hidrolasas
1655,29657,3. Hidrolasas
1656,29662,3. Hidrolasas
1657,29684,3. Hidrolasas
1658,29685,3. Hidrolasas
1659,29734,3. Hidrolasas
1660,29747,4. Liasas
1661,29752,2. Transferasas
1662,29842,2. Transferasas
1663,29862,1. Oxidorreductasas
1664,29863,2. Transferasas
1665,29875,3. Hidrolasas
1666,29914,2. Transferasas
1667,29921,3. Hidrolasas
1668,29922,3. Hidrolasas
1669,29932,2. Transferasas
1670,30008,4. Liasas
1671,30021,2. Transferasas
1672,30047,2. Transferasas
1673,30069,1. Oxidorreductasas
1674,30070,1. Oxidorreductasas
1675,30074,5. Isomerasas
1676,30081,6. Ligasas
1677,30101,3. Hidrolasas
1678,30106,2. Transferasas
1679,30115,5. Isomerasas
1680,30159,2. Transferasas
1681,30178,2. Transferasas
1682,30179,2. Transferasas
1683,30180,2. Transferasas
1684,30191,3. Hidrolasas
1685,30208,2. Transferasas
1686,30254,2. Transferasas
1687,30256,2. Transferasas
1688,30300,1. Oxidorreductasas
1689,30366,2. Transferasas
1690,30603,2. Transferasas
1691,30629,3. Hidrolasas
1692,30664,3. Hidrolasas
1693,30667,2. Transferasas
1694,30714,3. Hidrolasas
1695,30743,2. Transferasas
1696,30804,2. Transferasas
1697,30897,2. Transferasas
1698,30922,5. Isomerasas
1699,30938,4. Liasas
1700,30939,4. Liasas
1701,30945,2. Transferasas
1702,30957,2. Transferasas
1703,30962,1. Oxidorreductasas
1704,30965,2. Transferasas
1705,30970,3. Hidrolasas
1706,30987,2. Transferasas
1707,31031,2. Transferasas
1708,31043,2. Transferasas
1709,31088,3. Hidrolasas
1710,31098,2. Transferasas
1711,31114,2. Transferasas
1712,31121,4. Liasas
1713,31148,3. Hidrolasas
1714,31149,2. Transferasas
1715,31163,3. Hidrolasas
1716,31183,4. Liasas
1717,31187,4. Liasas
1718,31199,2. Transferasas
1719,31206,1. Oxidorreductasas
1720,31208,2. Transferasas
1721,31213,1. Oxidorreductasas
1722,31303,2. Transferasas
1723,31305,1. Oxidorreductasas
1724,31317,3. Hidrolasas
1725,31337,2. Transferasas
1726,31345,2. Transferasas
1727,31365,2. Transferasas
1728,31375,2. Transferasas
1729,31385,2. Transferasas
1730,31387,3. Hidrolasas
1731,31399,1. Oxidorreductasas
1732,31414,2. Transferasas
1733,31430,2. Transferasas
1734,31482,2. Transferasas
1735,31483,2. Transferasas
1736,31485,2. Transferasas
1737,31503,2. Transferasas
1738,31536,2. Transferasas
1739,31543,2. Transferasas
1740,31575,3. Hidrolasas
1741,31579,2. Transferasas
1742,31596,1. Oxidorreductasas
1743,31614,2. Transferasas
1744,31646,2. Transferasas
1745,31652,6. Ligasas
1746,31659,3. Hidrolasas
1747,31664,4. Liasas
1748,31678,2. Transferasas
1749,31685,3. Hidrolasas
1750,31699,2. Transferasas
1751,31703,3. Hidrolasas
1752,31713,6. Ligasas
1753,31718,2. Transferasas
1754,31729,2. Transferasas
1755,31737,2. Transferasas
1756,31744,3. Hidrolasas
1757,31752,3. Hidrolasas
1758,31755,1. Oxidorreductasas
1759,31789,3. Hidrolasas
1760,31801,2. Transferasas
1761,31811,2. Transferasas
1762,31812,3. Hidrolasas
1763,31825,2. Transferasas
1764,31857,2. Transferasas
1765,31872,1. Oxidorreductasas
1766,31879,3. Hidrolasas
1767,31891,2. Transferasas
1768,31918,4. Liasas
1769,31969,2. Transferasas
1770,31975,3. Hidrolasas
1771,31977,2. Transferasas
1772,32005,3. Hidrolasas
1773,32025,3. Hidrolasas
1774,32033,3. Hidrolasas
1775,32035,2. Transferasas
1776,32155,2. Transferasas
1777,32169,3. Hidrolasas
1778,32175,1. Oxidorreductasas
1779,32179,2. Transferasas
1780,32182,2. Transferasas
1781,32184,2. Transferasas
1782,32187,2. Transferasas
1783,32251,3. Hidrolasas
1784,32269,2. Transferasas
1785,32287,4. Liasas
1786,32289,2. Transferasas
1787,32291,2. Transferasas
1788,32302,2. Transferasas
1789,32318,3. Hidrolasas
1790,32319,3. Hidrolasas
1791,32334,1. Oxidorreductasas
1792,32338,3. Hidrolasas
1793,32343,3. Hidrolasas
1794,32372,2. Transferasas
1795,32380,2. Transferasas
1796,32382,4. Liasas
1797,32429,3. Hidrolasas
1798,32445,1. Oxidorreductasas
1799,32459,2. Transferasas
1800,32462,4. Liasas
1801,32463,2. Transferasas
1802,32537,3. Hidrolasas
1803,32547,3. Hidrolasas
1804,32548,5. Isomerasas
1805,32565,3. Hidrolasas
1806,32573,2. Transferasas
1807,32574,2. Transferasas
1808,32581,5. Isomerasas
1809,32595,2. Transferasas
1810,32599,2. Transferasas
1811,32601,2. Transferasas
1812,32611,5. Isomerasas
1813,32625,2. Transferasas
1814,32630,5. Isomerasas
1815,32632,5. Isomerasas
1816,32633,2. Transferasas
1817,32639,2. Transferasas
1818,32651,1. Oxidorreductasas
1819,32682,1. Oxidorreductasas
1820,32686,3. Hidrolasas
1821,32693,2. Transferasas
1822,32711,3. Hidrolasas
1823,32725,3. Hidrolasas
1824,32727,3. Hidrolasas
1825,32728,3. Hidrolasas
1826,32819,2. Transferasas
1827,32974,2. Transferasas
1828,33004,3. Hidrolasas
1829,33015,3. Hidrolasas
1830,33041,2. Transferasas
1831,33097,4. Liasas
1832,33144,2. Transferasas
1833,33162,3. Hidrolasas
1834,33163,3. Hidrolasas
1835,33164,3. Hidrolasas
1836,33165,3. Hidrolasas
1837,33221,2. Transferasas
1838,33225,6. Ligasas
1839,33240,2. Transferasas
1840,33255,2. Transferasas
1841,33268,3. Hidrolasas
1842,33270,2. Transferasas
1843,33271,3. Hidrolasas
1844,33272,1. Oxidorreductasas
1845,33403,3. Hidrolasas
1846,33557,2. Transferasas
1847,33652,2. Transferasas
1848,33659,2. Transferasas
1849,33691,3. Hidrolasas
1850,33706,2. Transferasas
1851,33758,5. Isomerasas
1852,33833,2. Transferasas
1853,33838,3. Hidrolasas
1854,33849,2. Transferasas
1855,33863,5. Isomerasas
1856,33873,2. Transferasas
1857,33876,2. Transferasas
1858,33881,1. Oxidorreductasas
1859,33882,1. Oxidorreductasas
1860,33931,2. Transferasas
1861,33939,3. Hidrolasas
1862,33956,4. Liasas
1863,33964,2. Transferasas
1864,33981,2. Transferasas
1865,34001,2. Transferasas
1866,34003,3. Hidrolasas
1867,34005,1. Oxidorreductasas
1868,34011,3. Hidrolasas
1869,34014,2. Transferasas
1870,34021,5. Isomerasas
1871,34023,1. Oxidorreductasas
1872,34025,2. Transferasas
1873,34031,2. Transferasas
1874,34033,2. Transferasas
1875,34054,2. Transferasas
1876,34088,2. Transferasas
1877,34105,3. Hidrolasas
1878,34109,5. Isomerasas
1879,34117,1. Oxidorreductasas
1880,34121,3. Hidrolasas
1881,34122,1. Oxidorreductasas
1882,34130,2. Transferasas
1883,34134,3. Hidrolasas
1884,34138,6. Ligasas
1885,34140,2. Transferasas
1886,34141,3. Hidrolasas
1887,34147,2. Transferasas
1888,34161,2. Transferasas
1889,34162,2. Transferasas
1890,34163,5. Isomerasas
1891,34168,2. Transferasas
1892,34171,3. Hidrolasas
1893,34185,3. Hidrolasas
1894,34199,3. Hidrolasas
1895,34222,1. Oxidorreductasas
1896,34233,3. Hidrolasas
1897,34252,3. Hidrolasas
1898,34262,1. Oxidorreductasas
1899,34274,3. Hidrolasas
1900,34277,2. Transferasas
1901,34283,3. Hidrolasas
1902,34292,2. Transferasas
1903,34293,2. Transferasas
1904,34301,5. Isomerasas
1905,34329,7. Translocasas
1906,34330,2. Transferasas
1907,34413,2. Transferasas
1908,34420,2. Transferasas
1909,34427,2. Transferasas
1910,34429,2. Transferasas
1911,34444,2. Transferasas
1912,34447,2. Transferasas
1913,34488,2. Transferasas
1914,34498,1. Oxidorreductasas
1915,34505,2. Transferasas
1916,34517,3. Hidrolasas
