original_index,entrez_id,Grupo_Metabolico
65908,9997,Metabólico No Clasificado (Otros)
21768,9994,Metabólico No Clasificado (Otros)
65618,9993,Metabólico No Clasificado (Otros)
64919,9993,Metabólico No Clasificado (Otros)
63525,9992,Metabólico No Clasificado (Otros)
64069,9992,Metabólico No Clasificado (Otros)
51392,9990,8. Transportadores y Receptores
53541,999,Metabólico No Clasificado (Otros)
58281,9989,Metabólico No Clasificado (Otros)
25579,9988,9. Reguladores Metabólicos
27434,9988,9. Reguladores Metabólicos
17248,9987,Metabólico No Clasificado (Otros)
15982,9987,Metabólico No Clasificado (Otros)
42932,9986,3. Hidrolasas
48100,9985,Metabólico No Clasificado (Otros)
58235,9984,Metabólico No Clasificado (Otros)
15715,9982,Metabólico No Clasificado (Otros)
275,998,Metabólico No Clasificado (Otros)
44151,9976,Metabólico No Clasificado (Otros)
11439,9975,9. Reguladores Metabólicos
40179,9973,Metabólico No Clasificado (Otros)
23536,9972,Metabólico No Clasificado (Otros)
22254,9972,Metabólico No Clasificado (Otros)
43731,9971,9. Reguladores Metabólicos
3350,9970,9. Reguladores Metabólicos
58974,997,2. Transferasas
56794,9969,Metabólico No Clasificado (Otros)
35633,9968,Metabólico No Clasificado (Otros)
35632,9968,Metabólico No Clasificado (Otros)
34287,9968,Metabólico No Clasificado (Otros)
460,9967,Metabólico No Clasificado (Otros)
32475,9966,Metabólico No Clasificado (Otros)
41493,9965,Metabólico No Clasificado (Otros)
19391,9963,8. Transportadores y Receptores
62222,9962,8. Transportadores y Receptores
55032,9961,Metabólico No Clasificado (Otros)
50796,9960,3. Hidrolasas
56645,996,Metabólico No Clasificado (Otros)
43512,9958,3. Hidrolasas
15694,9957,2. Transferasas
53245,9956,2. Transferasas
56187,9955,2. Transferasas
55228,9953,2. Transferasas
53278,9951,Metabólico No Clasificado (Otros)
48494,9950,Metabólico No Clasificado (Otros)
20795,995,3. Hidrolasas
19380,995,3. Hidrolasas
35159,9949,Metabólico No Clasificado (Otros)
35709,9949,Metabólico No Clasificado (Otros)
15689,9948,Metabólico No Clasificado (Otros)
17093,9948,Metabólico No Clasificado (Otros)
34590,9947,Metabólico No Clasificado (Otros)
64436,9946,Metabólico No Clasificado (Otros)
19687,9945,2. Transferasas
11498,9943,2. Transferasas
11501,9942,2. Transferasas
11503,9941,Metabólico No Clasificado (Otros)
13540,9940,Metabólico No Clasificado (Otros)
11496,9940,Metabólico No Clasificado (Otros)
13539,9940,Metabólico No Clasificado (Otros)
61689,994,3. Hidrolasas
1070,9939,Metabólico No Clasificado (Otros)
6719,9938,Metabólico No Clasificado (Otros)
38234,9937,Metabólico No Clasificado (Otros)
62474,9935,9. Reguladores Metabólicos
13162,9934,Metabólico No Clasificado (Otros)
31847,9933,Metabólico No Clasificado (Otros)
56831,9931,Metabólico No Clasificado (Otros)
57771,9931,Metabólico No Clasificado (Otros)
57772,9931,Metabólico No Clasificado (Otros)
12652,993,3. Hidrolasas
65214,9929,3. Hidrolasas
3603,9928,Metabólico No Clasificado (Otros)
151,9927,Metabólico No Clasificado (Otros)
3722,9926,Metabólico No Clasificado (Otros)
32044,9925,9. Reguladores Metabólicos
46139,9924,3. Hidrolasas
277,9923,9. Reguladores Metabólicos
12470,9922,Metabólico No Clasificado (Otros)
43898,9921,2. Transferasas
28413,9920,Metabólico No Clasificado (Otros)
32688,9919,Metabólico No Clasificado (Otros)
32687,9919,Metabólico No Clasificado (Otros)
43061,9918,Metabólico No Clasificado (Otros)
1509,9917,Metabólico No Clasificado (Otros)
50958,9915,9. Reguladores Metabólicos
53634,9914,7. Translocasas
7981,9913,Metabólico No Clasificado (Otros)
55222,9912,Metabólico No Clasificado (Otros)
55223,9912,Metabólico No Clasificado (Otros)
1666,9911,Metabólico No Clasificado (Otros)
1487,9910,Metabólico No Clasificado (Otros)
534,991,Metabólico No Clasificado (Otros)
3212,9909,Metabólico No Clasificado (Otros)
15950,9908,Metabólico No Clasificado (Otros)
25123,9907,Metabólico No Clasificado (Otros)
55092,9905,Metabólico No Clasificado (Otros)
57457,9905,Metabólico No Clasificado (Otros)
44922,9904,Metabólico No Clasificado (Otros)
2106,9903,Metabólico No Clasificado (Otros)
55805,9902,Metabólico No Clasificado (Otros)
14624,9901,Metabólico No Clasificado (Otros)
3131,9900,8. Transportadores y Receptores
55550,990,Metabólico No Clasificado (Otros)
52554,9899,8. Transportadores y Receptores
51084,9899,8. Transportadores y Receptores
4669,9898,Metabólico No Clasificado (Otros)
4671,9898,Metabólico No Clasificado (Otros)
1241,9898,Metabólico No Clasificado (Otros)
21847,9896,Metabólico No Clasificado (Otros)
48700,9895,Metabólico No Clasificado (Otros)
53041,9894,Metabólico No Clasificado (Otros)
22852,9892,Metabólico No Clasificado (Otros)
44846,9891,2. Transferasas
875,9890,Metabólico No Clasificado (Otros)
64844,9889,9. Reguladores Metabólicos
1549,9887,Metabólico No Clasificado (Otros)
37898,9886,Metabólico No Clasificado (Otros)
39221,9886,Metabólico No Clasificado (Otros)
62125,9885,Metabólico No Clasificado (Otros)
25493,9883,Metabólico No Clasificado (Otros)
46962,9882,Metabólico No Clasificado (Otros)
12564,9881,Metabólico No Clasificado (Otros)
44550,9880,9. Reguladores Metabólicos
21594,988,Metabólico No Clasificado (Otros)
20938,9879,5. Isomerasas
48032,9878,9. Reguladores Metabólicos
63779,9875,Metabólico No Clasificado (Otros)
64299,9875,Metabólico No Clasificado (Otros)
8786,9874,2. Transferasas
41536,9873,Metabólico No Clasificado (Otros)
16139,9871,Metabólico No Clasificado (Otros)
49214,9870,2. Transferasas
16274,987,Metabólico No Clasificado (Otros)
1170,9869,2. Transferasas
20096,9867,2. Transferasas
19219,9867,2. Transferasas
42513,9866,Metabólico No Clasificado (Otros)
40880,9866,Metabólico No Clasificado (Otros)
40881,9866,Metabólico No Clasificado (Otros)
26260,9865,Metabólico No Clasificado (Otros)
26568,9863,Metabólico No Clasificado (Otros)
56486,9862,Metabólico No Clasificado (Otros)
12791,9861,Metabólico No Clasificado (Otros)
978,9860,Metabólico No Clasificado (Otros)
15264,9859,Metabólico No Clasificado (Otros)
3956,9859,Metabólico No Clasificado (Otros)
31772,9858,Metabólico No Clasificado (Otros)
1521,9857,Metabólico No Clasificado (Otros)
22285,9856,Metabólico No Clasificado (Otros)
7772,9855,Metabólico No Clasificado (Otros)
11150,9855,Metabólico No Clasificado (Otros)
11151,9855,Metabólico No Clasificado (Otros)
40587,9854,8. Transportadores y Receptores
31177,9853,Metabólico No Clasificado (Otros)
12566,9852,Metabólico No Clasificado (Otros)
56104,9851,Metabólico No Clasificado (Otros)
37268,9849,Metabólico No Clasificado (Otros)
37269,9849,Metabólico No Clasificado (Otros)
38786,9849,Metabólico No Clasificado (Otros)
16367,9848,Metabólico No Clasificado (Otros)
44243,9847,Metabólico No Clasificado (Otros)
41610,9846,Metabólico No Clasificado (Otros)
26312,9844,Metabólico No Clasificado (Otros)
27886,9844,Metabólico No Clasificado (Otros)
34262,9843,1. Oxidorreductasas
35627,9843,1. Oxidorreductasas
57440,9842,Metabólico No Clasificado (Otros)
22942,9841,9. Reguladores Metabólicos
44513,9840,Metabólico No Clasificado (Otros)
2058,984,2. Transferasas
5123,984,2. Transferasas
10870,9839,9. Reguladores Metabólicos
10867,9839,9. Reguladores Metabólicos
61817,9837,Metabólico No Clasificado (Otros)
51475,9836,2. Transferasas
31199,9833,2. Transferasas
19458,9832,Metabólico No Clasificado (Otros)
29210,9831,9. Reguladores Metabólicos
29211,9831,9. Reguladores Metabólicos
32364,9830,Metabólico No Clasificado (Otros)
36969,983,2. Transferasas
716,9829,Metabólico No Clasificado (Otros)
42249,9828,Metabólico No Clasificado (Otros)
40280,9828,Metabólico No Clasificado (Otros)
31185,9827,Metabólico No Clasificado (Otros)
3285,9826,Metabólico No Clasificado (Otros)
62558,9825,Metabólico No Clasificado (Otros)
50444,9824,Metabólico No Clasificado (Otros)
35111,9823,Metabólico No Clasificado (Otros)
29579,9821,Metabólico No Clasificado (Otros)
22684,9820,Metabólico No Clasificado (Otros)
12104,9819,Metabólico No Clasificado (Otros)
14401,9819,Metabólico No Clasificado (Otros)
46297,9818,Metabólico No Clasificado (Otros)
60101,9817,Metabólico No Clasificado (Otros)
1862,9816,Metabólico No Clasificado (Otros)
46005,9815,Metabólico No Clasificado (Otros)
44889,9815,Metabólico No Clasificado (Otros)
65832,9814,Metabólico No Clasificado (Otros)
6262,9813,Metabólico No Clasificado (Otros)
53348,9810,2. Transferasas
27841,9808,No Metabólico / No en KEGG
26243,9808,No Metabólico / No en KEGG
14156,9807,2. Transferasas
12689,9807,2. Transferasas
39256,9806,Metabólico No Clasificado (Otros)
37952,9806,Metabólico No Clasificado (Otros)
37041,9806,Metabólico No Clasificado (Otros)
26268,9805,Metabólico No Clasificado (Otros)
3908,9804,8. Transportadores y Receptores
43372,9802,Metabólico No Clasificado (Otros)
6793,9801,Metabólico No Clasificado (Otros)
11213,98,3. Hidrolasas
11212,98,3. Hidrolasas
53577,9798,Metabólico No Clasificado (Otros)
54587,9798,Metabólico No Clasificado (Otros)
13467,9797,Metabólico No Clasificado (Otros)
29408,9796,Metabólico No Clasificado (Otros)
20320,9794,Metabólico No Clasificado (Otros)
20954,9794,Metabólico No Clasificado (Otros)
42617,9793,Metabólico No Clasificado (Otros)
41207,9793,Metabólico No Clasificado (Otros)
8200,9792,Metabólico No Clasificado (Otros)
28975,9791,Metabólico No Clasificado (Otros)
36863,9790,Metabólico No Clasificado (Otros)
40301,9789,Metabólico No Clasificado (Otros)
42252,9789,Metabólico No Clasificado (Otros)
29966,9788,Metabólico No Clasificado (Otros)
30868,9788,Metabólico No Clasificado (Otros)
49064,9787,Metabólico No Clasificado (Otros)
48283,9786,Metabólico No Clasificado (Otros)
54588,9785,5. Isomerasas
53579,9785,5. Isomerasas
6505,9784,Metabólico No Clasificado (Otros)
2505,9783,Metabólico No Clasificado (Otros)
6371,9781,2. Transferasas
54985,9780,Metabólico No Clasificado (Otros)
257,978,3. Hidrolasas
14589,9779,Metabólico No Clasificado (Otros)
14084,9779,Metabólico No Clasificado (Otros)
14745,9778,Metabólico No Clasificado (Otros)
61855,9777,Metabólico No Clasificado (Otros)
39918,9776,Metabólico No Clasificado (Otros)
56951,9775,5. Isomerasas
23076,9774,Metabólico No Clasificado (Otros)
55899,9772,Metabólico No Clasificado (Otros)
26213,9771,Metabólico No Clasificado (Otros)
62221,9770,Metabólico No Clasificado (Otros)
39562,977,Metabólico No Clasificado (Otros)
35560,9767,Metabólico No Clasificado (Otros)
34133,9767,Metabólico No Clasificado (Otros)
48344,9766,Metabólico No Clasificado (Otros)
17990,9765,Metabólico No Clasificado (Otros)
53638,9764,Metabólico No Clasificado (Otros)
62203,9762,Metabólico No Clasificado (Otros)
43900,9761,Metabólico No Clasificado (Otros)
29617,9760,9. Reguladores Metabólicos
59215,976,Metabólico No Clasificado (Otros)
9172,9759,3. Hidrolasas
33960,9758,Metabólico No Clasificado (Otros)
59439,9757,2. Transferasas
55664,9755,Metabólico No Clasificado (Otros)
34266,9754,Metabólico No Clasificado (Otros)
22398,9753,9. Reguladores Metabólicos
24483,9753,9. Reguladores Metabólicos
39590,975,Metabólico No Clasificado (Otros)
25021,9749,Metabólico No Clasificado (Otros)
37363,9748,2. Transferasas
26971,9747,Metabólico No Clasificado (Otros)
25975,9747,Metabólico No Clasificado (Otros)
43084,9746,Metabólico No Clasificado (Otros)
59375,9745,9. Reguladores Metabólicos
55158,9744,Metabólico No Clasificado (Otros)
41915,9743,Metabólico No Clasificado (Otros)
53733,9742,Metabólico No Clasificado (Otros)
53732,9742,Metabólico No Clasificado (Otros)
7905,9741,Metabólico No Clasificado (Otros)
56813,974,Metabólico No Clasificado (Otros)
53354,9739,2. Transferasas
53210,9738,Metabólico No Clasificado (Otros)
34392,9737,Metabólico No Clasificado (Otros)
8175,9736,3. Hidrolasas
45551,9735,Metabólico No Clasificado (Otros)
43924,9735,Metabólico No Clasificado (Otros)
25191,9734,3. Hidrolasas
27164,9734,3. Hidrolasas
44866,9733,Metabólico No Clasificado (Otros)
44865,9733,Metabólico No Clasificado (Otros)
26764,9732,Metabólico No Clasificado (Otros)
28106,9732,Metabólico No Clasificado (Otros)
2088,9731,Metabólico No Clasificado (Otros)
59541,973,Metabólico No Clasificado (Otros)
52713,9728,Metabólico No Clasificado (Otros)
51535,9728,Metabólico No Clasificado (Otros)
53014,9727,Metabólico No Clasificado (Otros)
53359,9726,Metabólico No Clasificado (Otros)
3813,9725,8. Transportadores y Receptores
26582,9723,Metabólico No Clasificado (Otros)
6312,9722,Metabólico No Clasificado (Otros)
36898,9721,Metabólico No Clasificado (Otros)
36897,9721,Metabólico No Clasificado (Otros)
57887,9720,Metabólico No Clasificado (Otros)
19482,972,Metabólico No Clasificado (Otros)
20843,972,Metabólico No Clasificado (Otros)
67358,9719,Metabólico No Clasificado (Otros)
31754,9719,Metabólico No Clasificado (Otros)
12287,9718,3. Hidrolasas
53134,9717,8. Transportadores y Receptores
51401,9716,Metabólico No Clasificado (Otros)
26965,9715,Metabólico No Clasificado (Otros)
37619,9712,Metabólico No Clasificado (Otros)
14563,9711,Metabólico No Clasificado (Otros)
32019,971,Metabólico No Clasificado (Otros)
33422,971,Metabólico No Clasificado (Otros)
53466,9709,Metabólico No Clasificado (Otros)
56285,9706,2. Transferasas
29577,9705,9. Reguladores Metabólicos
59628,9704,5. Isomerasas
40439,9702,Metabólico No Clasificado (Otros)
64854,9701,Metabólico No Clasificado (Otros)
43400,9700,3. Hidrolasas
60038,970,Metabólico No Clasificado (Otros)
49220,97,3. Hidrolasas
30416,9699,Metabólico No Clasificado (Otros)
29036,9699,Metabólico No Clasificado (Otros)
30417,9699,Metabólico No Clasificado (Otros)
2394,9698,Metabólico No Clasificado (Otros)
22742,9697,Metabólico No Clasificado (Otros)
214,9696,Metabólico No Clasificado (Otros)
11330,9695,Metabólico No Clasificado (Otros)
29048,9694,Metabólico No Clasificado (Otros)
15468,9693,Metabólico No Clasificado (Otros)
26086,9690,2. Transferasas
44150,969,Metabólico No Clasificado (Otros)
45677,969,Metabólico No Clasificado (Otros)
10012,9689,Metabólico No Clasificado (Otros)
7468,9689,Metabólico No Clasificado (Otros)
53463,9688,Metabólico No Clasificado (Otros)
6409,9687,Metabólico No Clasificado (Otros)
9286,9687,Metabólico No Clasificado (Otros)
12449,9686,Metabólico No Clasificado (Otros)
19534,9685,Metabólico No Clasificado (Otros)
29240,9684,Metabólico No Clasificado (Otros)
54065,9683,Metabólico No Clasificado (Otros)
538,9682,1. Oxidorreductasas
64674,9681,Metabólico No Clasificado (Otros)
55169,968,Metabólico No Clasificado (Otros)
39525,9679,Metabólico No Clasificado (Otros)
25166,9678,Metabólico No Clasificado (Otros)
27141,9678,Metabólico No Clasificado (Otros)
52993,9677,2. Transferasas
52992,9677,2. Transferasas
28773,96764,Metabólico No Clasificado (Otros)
62460,9675,Metabólico No Clasificado (Otros)
5858,9674,Metabólico No Clasificado (Otros)
3471,9674,Metabólico No Clasificado (Otros)
1285,9673,8. Transportadores y Receptores
2393,9672,Metabólico No Clasificado (Otros)
43786,9671,Metabólico No Clasificado (Otros)
542,9670,Metabólico No Clasificado (Otros)
44519,967,Metabólico No Clasificado (Otros)
6918,9669,Metabólico No Clasificado (Otros)
60707,9668,9. Reguladores Metabólicos
60017,9667,Metabólico No Clasificado (Otros)
11845,9666,2. Transferasas
58248,9663,3. Hidrolasas
58764,9663,3. Hidrolasas
9738,96626,Metabólico No Clasificado (Otros)
14994,9662,Metabólico No Clasificado (Otros)
42581,966,Metabólico No Clasificado (Otros)
3034,9659,Metabólico No Clasificado (Otros)
58947,9658,9. Reguladores Metabólicos
58542,9658,9. Reguladores Metabólicos
12965,9657,Metabólico No Clasificado (Otros)
67262,9656,Metabólico No Clasificado (Otros)
22463,9656,Metabólico No Clasificado (Otros)
66176,9656,Metabólico No Clasificado (Otros)
66410,9656,Metabólico No Clasificado (Otros)
66824,9656,Metabólico No Clasificado (Otros)
65997,9656,Metabólico No Clasificado (Otros)
67047,9656,Metabólico No Clasificado (Otros)
66623,9656,Metabólico No Clasificado (Otros)
6611,9655,Metabólico No Clasificado (Otros)
7610,9654,6. Ligasas
59,9651,3. Hidrolasas
28825,9650,Metabólico No Clasificado (Otros)
5641,965,Metabólico No Clasificado (Otros)
2967,965,Metabólico No Clasificado (Otros)
31642,9649,Metabólico No Clasificado (Otros)
9735,9648,Metabólico No Clasificado (Otros)
6979,9648,Metabólico No Clasificado (Otros)
64974,9647,3. Hidrolasas
39710,9646,Metabólico No Clasificado (Otros)
20965,96459,Metabólico No Clasificado (Otros)
39721,9645,1. Oxidorreductasas
38196,9644,Metabólico No Clasificado (Otros)
35129,9643,Metabólico No Clasificado (Otros)
36050,9643,Metabólico No Clasificado (Otros)
1683,9641,2. Transferasas
51028,9640,Metabólico No Clasificado (Otros)
28411,9639,Metabólico No Clasificado (Otros)
41889,9638,Metabólico No Clasificado (Otros)
8022,9637,Metabólico No Clasificado (Otros)
22,9636,Metabólico No Clasificado (Otros)
806,9635,Metabólico No Clasificado (Otros)
37063,9632,Metabólico No Clasificado (Otros)
18842,9631,Metabólico No Clasificado (Otros)
32190,9630,Metabólico No Clasificado (Otros)
948,963,Metabólico No Clasificado (Otros)
810,9629,No Metabólico / No en KEGG
49660,9628,Metabólico No Clasificado (Otros)
48362,9628,Metabólico No Clasificado (Otros)
18159,9627,Metabólico No Clasificado (Otros)
12901,9626,Metabólico No Clasificado (Otros)
56959,9625,2. Transferasas
60674,9622,Metabólico No Clasificado (Otros)
61464,9622,Metabólico No Clasificado (Otros)
65302,9620,Metabólico No Clasificado (Otros)
3334,962,Metabólico No Clasificado (Otros)
64127,9619,8. Transportadores y Receptores
63586,9619,8. Transportadores y Receptores
63588,9619,8. Transportadores y Receptores
64126,9619,8. Transportadores y Receptores
55388,9618,Metabólico No Clasificado (Otros)
46827,9617,Metabólico No Clasificado (Otros)
13822,9616,Metabólico No Clasificado (Otros)
12055,9616,Metabólico No Clasificado (Otros)
31317,9615,3. Hidrolasas
45022,9612,Metabólico No Clasificado (Otros)
56208,9611,Metabólico No Clasificado (Otros)
41440,9610,Metabólico No Clasificado (Otros)
12896,961,8. Transportadores y Receptores
64577,9609,Metabólico No Clasificado (Otros)
17928,9607,Metabólico No Clasificado (Otros)
54317,9605,Metabólico No Clasificado (Otros)
18354,9604,2. Transferasas
27838,9603,9. Reguladores Metabólicos
25234,9603,9. Reguladores Metabólicos
26988,9601,5. Isomerasas
41461,9600,Metabólico No Clasificado (Otros)
39853,960,Metabólico No Clasificado (Otros)
39852,960,Metabólico No Clasificado (Otros)
20792,9597,No Metabólico / No en KEGG
19362,9597,No Metabólico / No en KEGG
8719,9595,Metabólico No Clasificado (Otros)
59198,9592,9. Reguladores Metabólicos
22065,9590,Metabólico No Clasificado (Otros)
34565,959,Metabólico No Clasificado (Otros)
22110,9589,Metabólico No Clasificado (Otros)
1475,9588,1. Oxidorreductasas
21584,9587,Metabólico No Clasificado (Otros)
27215,9586,9. Reguladores Metabólicos
25252,9586,9. Reguladores Metabólicos
37233,9585,Metabólico No Clasificado (Otros)
38756,9585,Metabólico No Clasificado (Otros)
62436,9584,Metabólico No Clasificado (Otros)
63186,9584,Metabólico No Clasificado (Otros)
30970,9583,3. Hidrolasas
65834,9582,Metabólico No Clasificado (Otros)
8085,9581,Metabólico No Clasificado (Otros)
1654,9580,9. Reguladores Metabólicos
62007,958,Metabólico No Clasificado (Otros)
49779,9578,2. Transferasas
49437,9578,2. Transferasas
36756,9576,Metabólico No Clasificado (Otros)
17192,9575,2. Transferasas
15863,9575,2. Transferasas
15862,9575,2. Transferasas
44107,9573,Metabólico No Clasificado (Otros)
56488,9572,9. Reguladores Metabólicos
57213,9572,9. Reguladores Metabólicos
57632,9572,9. Reguladores Metabólicos
55656,9570,Metabólico No Clasificado (Otros)
49981,957,3. Hidrolasas
49206,957,3. Hidrolasas
25517,9569,Metabólico No Clasificado (Otros)
26864,95681,Metabólico No Clasificado (Otros)
32367,9568,Metabólico No Clasificado (Otros)
64743,9567,Metabólico No Clasificado (Otros)
54239,9564,Metabólico No Clasificado (Otros)
112,9563,1. Oxidorreductasas
37209,9562,3. Hidrolasas
11518,956,3. Hidrolasas
37011,9559,Metabólico No Clasificado (Otros)
4612,9557,Metabólico No Clasificado (Otros)
1089,9557,Metabólico No Clasificado (Otros)
1063,9554,Metabólico No Clasificado (Otros)
11200,9553,Metabólico No Clasificado (Otros)
56077,9552,Metabólico No Clasificado (Otros)
31566,9550,Metabólico No Clasificado (Otros)
61814,955,3. Hidrolasas
19355,9547,Metabólico No Clasificado (Otros)
59988,9546,Metabólico No Clasificado (Otros)
61204,9546,Metabólico No Clasificado (Otros)
60116,9545,Metabólico No Clasificado (Otros)
51757,9543,Metabólico No Clasificado (Otros)
20801,9542,Metabólico No Clasificado (Otros)
19401,9542,Metabólico No Clasificado (Otros)
7933,9540,1. Oxidorreductasas
32708,954,Metabólico No Clasificado (Otros)
40658,9538,Metabólico No Clasificado (Otros)
41065,9537,Metabólico No Clasificado (Otros)
32611,9536,5. Isomerasas
60438,9535,Metabólico No Clasificado (Otros)
59363,9534,9. Reguladores Metabólicos
21581,9533,Metabólico No Clasificado (Otros)
21657,9532,Metabólico No Clasificado (Otros)
37452,9531,Metabólico No Clasificado (Otros)
28681,9530,Metabólico No Clasificado (Otros)
39499,953,3. Hidrolasas
49442,9529,Metabólico No Clasificado (Otros)
2625,9528,Metabólico No Clasificado (Otros)
55408,9527,Metabólico No Clasificado (Otros)
55170,9526,Metabólico No Clasificado (Otros)
57055,9526,Metabólico No Clasificado (Otros)
58519,9525,Metabólico No Clasificado (Otros)
60912,9524,1. Oxidorreductasas
17976,9522,Metabólico No Clasificado (Otros)
25034,9521,Metabólico No Clasificado (Otros)
55661,9520,3. Hidrolasas
14814,952,3. Hidrolasas
21969,9519,9. Reguladores Metabólicos
59313,9518,Metabólico No Clasificado (Otros)
49252,9517,2. Transferasas
53845,9516,Metabólico No Clasificado (Otros)
54734,9516,Metabólico No Clasificado (Otros)
54377,9516,Metabólico No Clasificado (Otros)
11915,9515,Metabólico No Clasificado (Otros)
65081,9514,2. Transferasas
56131,9513,Metabólico No Clasificado (Otros)
25721,9512,3. Hidrolasas
64270,9510,Metabólico No Clasificado (Otros)
63727,9510,Metabólico No Clasificado (Otros)
59678,951,Metabólico No Clasificado (Otros)
19673,9509,3. Hidrolasas
15927,9508,Metabólico No Clasificado (Otros)
3348,9507,3. Hidrolasas
34184,9506,Metabólico No Clasificado (Otros)
34208,9502,Metabólico No Clasificado (Otros)
34942,9502,Metabólico No Clasificado (Otros)
56007,9501,Metabólico No Clasificado (Otros)
34204,9500,Metabólico No Clasificado (Otros)
15957,950,Metabólico No Clasificado (Otros)
14610,95,3. Hidrolasas
18269,9499,Metabólico No Clasificado (Otros)
43373,9498,8. Transportadores y Receptores
12536,9497,8. Transportadores y Receptores
55792,9496,9. Reguladores Metabólicos
49629,9495,Metabólico No Clasificado (Otros)
48317,9495,Metabólico No Clasificado (Otros)
50849,9493,Metabólico No Clasificado (Otros)
61663,9491,Metabólico No Clasificado (Otros)
45023,949,Metabólico No Clasificado (Otros)
55947,9489,2. Transferasas
50646,9488,Metabólico No Clasificado (Otros)
55248,9487,3. Hidrolasas
55246,9487,3. Hidrolasas
8409,9486,Metabólico No Clasificado (Otros)
56163,9482,Metabólico No Clasificado (Otros)
57499,9482,Metabólico No Clasificado (Otros)
21605,9481,8. Transportadores y Receptores
58688,9480,9. Reguladores Metabólicos
58159,9480,9. Reguladores Metabólicos
25568,948,Metabólico No Clasificado (Otros)
39908,9479,Metabólico No Clasificado (Otros)
43899,9478,Metabólico No Clasificado (Otros)
22668,9477,Metabólico No Clasificado (Otros)
60659,9476,Metabólico No Clasificado (Otros)
7867,9475,2. Transferasas
22920,9474,Metabólico No Clasificado (Otros)
365,9473,Metabólico No Clasificado (Otros)
48143,9472,Metabólico No Clasificado (Otros)
7702,9470,Metabólico No Clasificado (Otros)
3699,947,Metabólico No Clasificado (Otros)
5981,947,Metabólico No Clasificado (Otros)
37040,9469,2. Transferasas
34821,9468,2. Transferasas
12490,9467,Metabólico No Clasificado (Otros)
59209,9466,Metabólico No Clasificado (Otros)
21950,9465,Metabólico No Clasificado (Otros)
16382,9464,9. Reguladores Metabólicos
64735,9463,Metabólico No Clasificado (Otros)
65515,9463,Metabólico No Clasificado (Otros)
1504,9462,Metabólico No Clasificado (Otros)
61469,946,Metabólico No Clasificado (Otros)
60695,946,Metabólico No Clasificado (Otros)
35300,9459,Metabólico No Clasificado (Otros)
21788,9457,Metabólico No Clasificado (Otros)
19080,9456,Metabólico No Clasificado (Otros)
51951,9455,Metabólico No Clasificado (Otros)
51952,9455,Metabólico No Clasificado (Otros)
61286,9454,Metabólico No Clasificado (Otros)
61600,9454,Metabólico No Clasificado (Otros)
5042,9453,2. Transferasas
1900,9453,2. Transferasas
35068,9452,Metabólico No Clasificado (Otros)
8349,9451,2. Transferasas
21041,9450,Metabólico No Clasificado (Otros)
59722,945,Metabólico No Clasificado (Otros)
6932,9448,2. Transferasas
3312,9447,Metabólico No Clasificado (Otros)
37365,9446,2. Transferasas
46420,9445,Metabólico No Clasificado (Otros)
22129,9444,Metabólico No Clasificado (Otros)
20973,9443,Metabólico No Clasificado (Otros)
33776,9442,Metabólico No Clasificado (Otros)
32628,9442,Metabólico No Clasificado (Otros)
31731,9442,Metabólico No Clasificado (Otros)
61598,9441,Metabólico No Clasificado (Otros)
60928,9441,Metabólico No Clasificado (Otros)
61277,9441,Metabólico No Clasificado (Otros)
40418,9440,Metabólico No Clasificado (Otros)
33153,944,Metabólico No Clasificado (Otros)
32476,944,Metabólico No Clasificado (Otros)
23042,9439,Metabólico No Clasificado (Otros)
24773,9439,Metabólico No Clasificado (Otros)
59829,9437,Metabólico No Clasificado (Otros)
21545,9436,Metabólico No Clasificado (Otros)
14657,9435,Metabólico No Clasificado (Otros)
153,943,Metabólico No Clasificado (Otros)
16015,9429,8. Transportadores y Receptores
17261,9429,8. Transportadores y Receptores
60419,94274,Metabólico No Clasificado (Otros)
9125,9427,Metabólico No Clasificado (Otros)
23473,9425,2. Transferasas
21034,9425,2. Transferasas
29806,94241,Metabólico No Clasificado (Otros)
46837,94240,Metabólico No Clasificado (Otros)
59480,9424,Metabólico No Clasificado (Otros)
60566,94235,Metabólico No Clasificado (Otros)
21000,94234,9. Reguladores Metabólicos
38743,94233,Metabólico No Clasificado (Otros)
39482,94233,Metabólico No Clasificado (Otros)
55206,9423,Metabólico No Clasificado (Otros)
59877,9422,9. Reguladores Metabólicos
19516,9421,9. Reguladores Metabólicos
29644,9420,1. Oxidorreductasas
11921,942,Metabólico No Clasificado (Otros)
6610,9419,Metabólico No Clasificado (Otros)
553,94161,Metabólico No Clasificado (Otros)
54060,94160,8. Transportadores y Receptores
44397,9416,5. Isomerasas
55234,94150,No Metabólico / No en KEGG
40055,9415,1. Oxidorreductasas
32949,9414,Metabólico No Clasificado (Otros)
31306,9414,Metabólico No Clasificado (Otros)
32948,9414,Metabólico No Clasificado (Otros)
29333,94137,Metabólico No Clasificado (Otros)
37739,94134,Metabólico No Clasificado (Otros)
34086,94122,Metabólico No Clasificado (Otros)
35672,94121,Metabólico No Clasificado (Otros)
35096,94121,Metabólico No Clasificado (Otros)
22101,94120,Metabólico No Clasificado (Otros)
43230,9412,Metabólico No Clasificado (Otros)
2825,9411,Metabólico No Clasificado (Otros)
5547,9411,Metabólico No Clasificado (Otros)
32718,94107,8. Transportadores y Receptores
63782,94104,Metabólico No Clasificado (Otros)
64304,94104,Metabólico No Clasificado (Otros)
