original_index,entrez_id,Grupo_Metabolico
56137,58485,Metabólico No Clasificado (Otros)
57489,58485,Metabólico No Clasificado (Otros)
8010,58484,Metabólico No Clasificado (Otros)
32480,58483,No Metabólico / No en KEGG
6249,58480,Metabólico No Clasificado (Otros)
15116,58478,3. Hidrolasas
12018,58477,Metabólico No Clasificado (Otros)
61892,58476,Metabólico No Clasificado (Otros)
42919,58475,8. Transportadores y Receptores
40283,58473,Metabólico No Clasificado (Otros)
41387,5837,2. Transferasas
49033,5836,2. Transferasas
62797,5834,2. Transferasas
62364,5834,2. Transferasas
61816,5834,2. Transferasas
56981,5833,2. Transferasas
57847,5833,2. Transferasas
38115,5832,2. Transferasas
56984,5831,1. Oxidorreductasas
43085,5830,Metabólico No Clasificado (Otros)
54100,583,Metabólico No Clasificado (Otros)
44966,5829,Metabólico No Clasificado (Otros)
44967,5829,Metabólico No Clasificado (Otros)
29714,5828,Metabólico No Clasificado (Otros)
46190,5827,Metabólico No Clasificado (Otros)
49208,5826,7. Translocasas
49984,5826,7. Translocasas
857,5825,7. Translocasas
6185,5824,Metabólico No Clasificado (Otros)
5798,5824,Metabólico No Clasificado (Otros)
64444,5822,Metabólico No Clasificado (Otros)
64400,5822,Metabólico No Clasificado (Otros)
30457,5820,No Metabólico / No en KEGG
42900,582,Metabólico No Clasificado (Otros)
56069,58191,Metabólico No Clasificado (Otros)
7601,58190,3. Hidrolasas
53633,58189,Metabólico No Clasificado (Otros)
59575,5817,Metabólico No Clasificado (Otros)
27497,58160,No Metabólico / No en KEGG
65136,5816,Metabólico No Clasificado (Otros)
43437,58158,9. Reguladores Metabólicos
49245,58157,8. Transportadores y Receptores
867,58155,Metabólico No Clasificado (Otros)
27916,5814,9. Reguladores Metabólicos
18298,5813,9. Reguladores Metabólicos
20489,5810,3. Hidrolasas
18826,5810,3. Hidrolasas
61103,581,8. Transportadores y Receptores
59665,581,8. Transportadores y Receptores
12152,5806,Metabólico No Clasificado (Otros)
40514,5805,4. Liasas
25780,5803,3. Hidrolasas
60014,5802,3. Hidrolasas
61208,5802,3. Hidrolasas
61209,5802,3. Hidrolasas
44649,5801,3. Hidrolasas
45881,5801,3. Hidrolasas
43174,5800,3. Hidrolasas
9001,580,Metabólico No Clasificado (Otros)
3865,58,Metabólico No Clasificado (Otros)
27070,5799,3. Hidrolasas
9047,5798,3. Hidrolasas
58001,5797,3. Hidrolasas
23028,5796,3. Hidrolasas
42132,5795,3. Hidrolasas
39930,5795,3. Hidrolasas
60772,5794,3. Hidrolasas
11684,5793,3. Hidrolasas
537,5792,3. Hidrolasas
38911,5791,3. Hidrolasas
37506,5791,3. Hidrolasas
42957,5790,Metabólico No Clasificado (Otros)
15702,579,9. Reguladores Metabólicos
31879,5789,3. Hidrolasas
1600,5788,3. Hidrolasas
28078,57876,Metabólico No Clasificado (Otros)
44648,5787,3. Hidrolasas
32455,57864,8. Transportadores y Receptores
6242,57863,Metabólico No Clasificado (Otros)
49668,57862,9. Reguladores Metabólicos
50182,57862,9. Reguladores Metabólicos
63354,5786,3. Hidrolasas
6015,5784,3. Hidrolasas
3739,5784,3. Hidrolasas
11173,57835,8. Transportadores y Receptores
60192,57834,1. Oxidorreductasas
40242,57830,Metabólico No Clasificado (Otros)
42234,57830,Metabólico No Clasificado (Otros)
15131,5783,Metabólico No Clasificado (Otros)
16730,5783,Metabólico No Clasificado (Otros)
3928,57829,Metabólico No Clasificado (Otros)
59481,57828,Metabólico No Clasificado (Otros)
66641,57827,Metabólico No Clasificado (Otros)
66195,57827,Metabólico No Clasificado (Otros)
66841,57827,Metabólico No Clasificado (Otros)
67273,57827,Metabólico No Clasificado (Otros)
22487,57827,Metabólico No Clasificado (Otros)
67069,57827,Metabólico No Clasificado (Otros)
66430,57827,Metabólico No Clasificado (Otros)
35254,57826,Metabólico No Clasificado (Otros)
20218,57824,Metabólico No Clasificado (Otros)
18366,57824,Metabólico No Clasificado (Otros)
1340,57823,Metabólico No Clasificado (Otros)
304,57822,9. Reguladores Metabólicos
3421,57821,Metabólico No Clasificado (Otros)
5836,57821,Metabólico No Clasificado (Otros)
48794,57820,2. Transferasas
25555,5782,3. Hidrolasas
27419,5782,3. Hidrolasas
66438,57819,Metabólico No Clasificado (Otros)
22497,57819,Metabólico No Clasificado (Otros)
66006,57819,Metabólico No Clasificado (Otros)
66203,57819,Metabólico No Clasificado (Otros)
66849,57819,Metabólico No Clasificado (Otros)
67075,57819,Metabólico No Clasificado (Otros)
7308,57818,3. Hidrolasas
59421,57817,Metabólico No Clasificado (Otros)
45496,5781,3. Hidrolasas
43833,5781,3. Hidrolasas
28571,57805,Metabólico No Clasificado (Otros)
30193,57805,Metabólico No Clasificado (Otros)
30608,57805,Metabólico No Clasificado (Otros)
42907,57804,Metabólico No Clasificado (Otros)
2034,57801,9. Reguladores Metabólicos
51858,5780,3. Hidrolasas
22534,578,8. Transportadores y Receptores
55012,57799,Metabólico No Clasificado (Otros)
28387,57798,9. Reguladores Metabólicos
1501,57795,Metabólico No Clasificado (Otros)
60229,57794,Metabólico No Clasificado (Otros)
59594,57787,2. Transferasas
3622,5778,3. Hidrolasas
5949,5778,3. Hidrolasas
43078,5777,3. Hidrolasas
19033,57763,Metabólico No Clasificado (Otros)
62678,57761,Metabólico No Clasificado (Otros)
61659,57761,Metabólico No Clasificado (Otros)
40889,57758,Metabólico No Clasificado (Otros)
7067,5775,3. Hidrolasas
9782,5775,3. Hidrolasas
32429,5774,3. Hidrolasas
33691,5774,3. Hidrolasas
14837,57733,3. Hidrolasas
15632,57732,Metabólico No Clasificado (Otros)
15633,57732,Metabólico No Clasificado (Otros)
59518,57731,Metabólico No Clasificado (Otros)
14895,57728,Metabólico No Clasificado (Otros)
62525,57727,Metabólico No Clasificado (Otros)
58439,57724,Metabólico No Clasificado (Otros)
51758,57722,Metabólico No Clasificado (Otros)
15269,57721,Metabólico No Clasificado (Otros)
31706,57720,Metabólico No Clasificado (Otros)
60202,57719,Metabólico No Clasificado (Otros)
48506,57718,Metabólico No Clasificado (Otros)
18329,57717,Metabólico No Clasificado (Otros)
60460,57716,Metabólico No Clasificado (Otros)
37312,57715,Metabólico No Clasificado (Otros)
37599,57713,Metabólico No Clasificado (Otros)
39010,57713,Metabólico No Clasificado (Otros)
61374,57711,9. Reguladores Metabólicos
59457,57711,9. Reguladores Metabólicos
60395,57711,9. Reguladores Metabólicos
1529,57710,Metabólico No Clasificado (Otros)
4781,57710,Metabólico No Clasificado (Otros)
58340,5771,3. Hidrolasas
13246,57709,8. Transportadores y Receptores
725,57708,9. Reguladores Metabólicos
32530,57706,Metabólico No Clasificado (Otros)
36920,57705,Metabólico No Clasificado (Otros)
32025,57704,3. Hidrolasas
8845,57703,Metabólico No Clasificado (Otros)
44419,57701,Metabólico No Clasificado (Otros)
62045,5770,3. Hidrolasas
21682,577,Metabólico No Clasificado (Otros)
22622,57699,Metabólico No Clasificado (Otros)
38244,57698,Metabólico No Clasificado (Otros)
48198,57697,Metabólico No Clasificado (Otros)
43938,57696,5. Isomerasas
9028,57695,3. Hidrolasas
59119,57693,9. Reguladores Metabólicos
34324,57692,Metabólico No Clasificado (Otros)
35657,57692,Metabólico No Clasificado (Otros)
21655,57691,Metabólico No Clasificado (Otros)
57406,57690,Metabólico No Clasificado (Otros)
57376,57690,Metabólico No Clasificado (Otros)
55938,57690,Metabólico No Clasificado (Otros)
41048,57689,Metabólico No Clasificado (Otros)
17856,57688,Metabólico No Clasificado (Otros)
53606,57687,Metabólico No Clasificado (Otros)
712,57685,Metabólico No Clasificado (Otros)
32527,57684,9. Reguladores Metabólicos
7518,57683,Metabólico No Clasificado (Otros)
48833,57680,Metabólico No Clasificado (Otros)
1522,5768,1. Oxidorreductasas
8937,57679,Metabólico No Clasificado (Otros)
38224,57678,2. Transferasas
60391,57677,9. Reguladores Metabólicos
55963,57674,2. Transferasas
22925,57673,9. Reguladores Metabólicos
26906,57670,Metabólico No Clasificado (Otros)
7069,57669,Metabólico No Clasificado (Otros)
44007,57666,Metabólico No Clasificado (Otros)
11267,57665,Metabólico No Clasificado (Otros)
60615,57664,Metabólico No Clasificado (Otros)
61101,57664,Metabólico No Clasificado (Otros)
59876,57663,3. Hidrolasas
59095,57662,Metabólico No Clasificado (Otros)
39550,57661,Metabólico No Clasificado (Otros)
56127,57659,9. Reguladores Metabólicos
45819,57658,Metabólico No Clasificado (Otros)
44489,57658,Metabólico No Clasificado (Otros)
1269,57657,Metabólico No Clasificado (Otros)
59411,57655,8. Transportadores y Receptores
14697,57654,Metabólico No Clasificado (Otros)
16491,57654,Metabólico No Clasificado (Otros)
16490,57654,Metabólico No Clasificado (Otros)
56345,57649,Metabólico No Clasificado (Otros)
45031,57647,5. Isomerasas
41778,57646,3. Hidrolasas
1418,57645,Metabólico No Clasificado (Otros)
61894,57644,Metabólico No Clasificado (Otros)
2552,57643,Metabólico No Clasificado (Otros)
62152,57642,Metabólico No Clasificado (Otros)
26894,5764,Metabólico No Clasificado (Otros)
28305,57639,Metabólico No Clasificado (Otros)
55517,57636,Metabólico No Clasificado (Otros)
43998,57634,Metabólico No Clasificado (Otros)
11324,57633,Metabólico No Clasificado (Otros)
13449,57633,Metabólico No Clasificado (Otros)
35177,57631,Metabólico No Clasificado (Otros)
16362,57630,2. Transferasas
17449,57630,2. Transferasas
43069,5763,Metabólico No Clasificado (Otros)
7049,57628,Metabólico No Clasificado (Otros)
46945,57626,Metabólico No Clasificado (Otros)
7657,57624,Metabólico No Clasificado (Otros)
30025,57623,Metabólico No Clasificado (Otros)
60436,57622,Metabólico No Clasificado (Otros)
23165,57621,9. Reguladores Metabólicos
14853,57620,8. Transportadores y Receptores
15091,57619,Metabólico No Clasificado (Otros)
50518,57617,Metabólico No Clasificado (Otros)
60310,57616,9. Reguladores Metabólicos
59357,57615,9. Reguladores Metabólicos
43158,57613,Metabólico No Clasificado (Otros)
50888,57611,Metabólico No Clasificado (Otros)
54161,57610,Metabólico No Clasificado (Otros)
43360,57609,Metabólico No Clasificado (Otros)
17176,57606,Metabólico No Clasificado (Otros)
16648,57606,Metabólico No Clasificado (Otros)
14946,57606,Metabólico No Clasificado (Otros)
45008,57605,Metabólico No Clasificado (Otros)
56940,57602,3. Hidrolasas
15467,57600,Metabólico No Clasificado (Otros)
16930,57600,Metabólico No Clasificado (Otros)
2406,576,Metabólico No Clasificado (Otros)
11507,57599,Metabólico No Clasificado (Otros)
55974,57597,Metabólico No Clasificado (Otros)
57423,57597,Metabólico No Clasificado (Otros)
49413,57596,Metabólico No Clasificado (Otros)
35400,57595,Metabólico No Clasificado (Otros)
50217,57594,9. Reguladores Metabólicos
61678,57593,9. Reguladores Metabólicos
1181,57592,9. Reguladores Metabólicos
9072,57590,Metabólico No Clasificado (Otros)
9073,57590,Metabólico No Clasificado (Otros)
31036,57589,Metabólico No Clasificado (Otros)
16452,57587,Metabólico No Clasificado (Otros)
41068,57586,Metabólico No Clasificado (Otros)
42609,57586,Metabólico No Clasificado (Otros)
55027,57585,Metabólico No Clasificado (Otros)
37689,57584,Metabólico No Clasificado (Otros)
22098,57583,Metabólico No Clasificado (Otros)
22097,57583,Metabólico No Clasificado (Otros)
31782,57582,Metabólico No Clasificado (Otros)
62549,57580,Metabólico No Clasificado (Otros)
21687,57579,Metabólico No Clasificado (Otros)
48498,57578,Metabólico No Clasificado (Otros)
12933,57577,Metabólico No Clasificado (Otros)
2266,57576,Metabólico No Clasificado (Otros)
16844,57575,Metabólico No Clasificado (Otros)
15325,57575,Metabólico No Clasificado (Otros)
15324,57575,Metabólico No Clasificado (Otros)
59868,57573,9. Reguladores Metabólicos
60114,57572,Metabólico No Clasificado (Otros)
40196,57571,6. Ligasas
49097,57570,2. Transferasas
10135,5757,Metabólico No Clasificado (Otros)
41747,57569,Metabólico No Clasificado (Otros)
3893,57568,Metabólico No Clasificado (Otros)
54111,57567,Metabólico No Clasificado (Otros)
58410,57565,Metabólico No Clasificado (Otros)
16009,57563,Metabólico No Clasificado (Otros)
16008,57563,Metabólico No Clasificado (Otros)
40456,57562,Metabólico No Clasificado (Otros)
19148,57561,Metabólico No Clasificado (Otros)
14650,57560,Metabólico No Clasificado (Otros)
44352,5756,Metabólico No Clasificado (Otros)
37221,57559,3. Hidrolasas
39497,57559,3. Hidrolasas
40346,57558,3. Hidrolasas
19254,57556,Metabólico No Clasificado (Otros)
55162,57555,Metabólico No Clasificado (Otros)
738,57554,Metabólico No Clasificado (Otros)
740,57554,Metabólico No Clasificado (Otros)
64907,57553,1. Oxidorreductasas
13263,57552,Metabólico No Clasificado (Otros)
55399,57551,2. Transferasas
57166,57551,2. Transferasas
3321,57549,Metabólico No Clasificado (Otros)
56213,57547,9. Reguladores Metabólicos
53508,57546,3. Hidrolasas
14812,57545,Metabólico No Clasificado (Otros)
49049,57544,Metabólico No Clasificado (Otros)
45734,57542,Metabólico No Clasificado (Otros)
43240,57542,Metabólico No Clasificado (Otros)
26009,57541,9. Reguladores Metabólicos
24577,5754,2. Transferasas
21573,5754,2. Transferasas
7903,57539,Metabólico No Clasificado (Otros)
51030,57538,Metabólico No Clasificado (Otros)
16523,57537,Metabólico No Clasificado (Otros)
14751,57537,Metabólico No Clasificado (Otros)
58645,57536,Metabólico No Clasificado (Otros)
58116,57536,Metabólico No Clasificado (Otros)
58055,57534,2. Transferasas
14746,57533,Metabólico No Clasificado (Otros)
56348,57532,Metabólico No Clasificado (Otros)
22910,57531,2. Transferasas
1186,57530,Metabólico No Clasificado (Otros)
62660,5753,2. Transferasas
20219,57528,Metabólico No Clasificado (Otros)
18368,57528,Metabólico No Clasificado (Otros)
35094,57526,Metabólico No Clasificado (Otros)
53753,57524,Metabólico No Clasificado (Otros)
48105,57523,Metabólico No Clasificado (Otros)
43521,57522,Metabólico No Clasificado (Otros)
45339,57522,Metabólico No Clasificado (Otros)
55966,57521,Metabólico No Clasificado (Otros)
8897,57520,2. Transferasas
52358,57519,Metabólico No Clasificado (Otros)
50542,57519,Metabólico No Clasificado (Otros)
23007,57515,Metabólico No Clasificado (Otros)
11902,57514,Metabólico No Clasificado (Otros)
56898,57513,Metabólico No Clasificado (Otros)
36776,57512,Metabólico No Clasificado (Otros)
46368,57511,Metabólico No Clasificado (Otros)
47252,57511,Metabólico No Clasificado (Otros)
22693,57510,Metabólico No Clasificado (Otros)
30599,57509,Metabólico No Clasificado (Otros)
29385,57509,Metabólico No Clasificado (Otros)
56792,57508,Metabólico No Clasificado (Otros)
57754,57508,Metabólico No Clasificado (Otros)
19285,57507,Metabólico No Clasificado (Otros)
61692,57506,Metabólico No Clasificado (Otros)
62696,57506,Metabólico No Clasificado (Otros)
22706,57505,6. Ligasas
6589,57504,9. Reguladores Metabólicos
29189,575,Metabólico No Clasificado (Otros)
7846,57498,Metabólico No Clasificado (Otros)
22651,57497,Metabólico No Clasificado (Otros)
22649,57497,Metabólico No Clasificado (Otros)
14880,57495,Metabólico No Clasificado (Otros)
43109,57494,6. Ligasas
12986,57493,Metabólico No Clasificado (Otros)
22087,57492,9. Reguladores Metabólicos
24076,57492,9. Reguladores Metabólicos
2776,57489,Metabólico No Clasificado (Otros)
27077,57488,Metabólico No Clasificado (Otros)
17872,57486,3. Hidrolasas
16236,57484,Metabólico No Clasificado (Otros)
35192,57481,Metabólico No Clasificado (Otros)
22059,57480,Metabólico No Clasificado (Otros)
59689,57479,Metabólico No Clasificado (Otros)
53930,57478,3. Hidrolasas
54415,57478,3. Hidrolasas
34929,57477,Metabólico No Clasificado (Otros)
35946,57477,Metabólico No Clasificado (Otros)
42390,57476,8. Transportadores y Receptores
40624,57476,8. Transportadores y Receptores
40625,57476,8. Transportadores y Receptores
48334,57475,Metabólico No Clasificado (Otros)
60131,57474,9. Reguladores Metabólicos
62670,57473,Metabólico No Clasificado (Otros)
18634,57472,3. Hidrolasas
8718,57471,Metabólico No Clasificado (Otros)
2087,57470,Metabólico No Clasificado (Otros)
30047,5747,2. Transferasas
62006,57468,8. Transportadores y Receptores
14128,57467,Metabólico No Clasificado (Otros)
14626,57467,Metabólico No Clasificado (Otros)
63773,57466,Metabólico No Clasificado (Otros)
55014,57465,Metabólico No Clasificado (Otros)
25838,57464,Metabólico No Clasificado (Otros)
2897,57463,Metabólico No Clasificado (Otros)
14646,57461,Metabólico No Clasificado (Otros)
44588,57460,3. Hidrolasas
44590,57460,3. Hidrolasas
7537,5746,Metabólico No Clasificado (Otros)
3211,57459,9. Reguladores Metabólicos
44756,57458,Metabólico No Clasificado (Otros)
12620,57456,Metabólico No Clasificado (Otros)
41808,57453,Metabólico No Clasificado (Otros)
48341,57452,2. Transferasas
35353,574516,Metabólico No Clasificado (Otros)
35352,574515,Metabólico No Clasificado (Otros)
35348,574513,Metabólico No Clasificado (Otros)
35347,574512,Metabólico No Clasificado (Otros)
35346,574511,Metabólico No Clasificado (Otros)
35345,574510,Metabólico No Clasificado (Otros)
18489,57451,Metabólico No Clasificado (Otros)
35344,574509,Metabólico No Clasificado (Otros)
35314,574508,Metabólico No Clasificado (Otros)
35310,574507,Metabólico No Clasificado (Otros)
35278,574506,Metabólico No Clasificado (Otros)
35275,574505,Metabólico No Clasificado (Otros)
34195,574504,Metabólico No Clasificado (Otros)
34192,574503,Metabólico No Clasificado (Otros)
34190,574502,Metabólico No Clasificado (Otros)
61895,574501,Metabólico No Clasificado (Otros)
59805,574500,Metabólico No Clasificado (Otros)
11567,5745,Metabólico No Clasificado (Otros)
59804,574499,Metabólico No Clasificado (Otros)
59802,574498,Metabólico No Clasificado (Otros)
59801,574497,Metabólico No Clasificado (Otros)
59800,574496,Metabólico No Clasificado (Otros)
59799,574495,Metabólico No Clasificado (Otros)
59798,574494,Metabólico No Clasificado (Otros)
59797,574493,Metabólico No Clasificado (Otros)
59796,574492,Metabólico No Clasificado (Otros)
59795,574491,Metabólico No Clasificado (Otros)
59794,574490,Metabólico No Clasificado (Otros)
59793,574489,Metabólico No Clasificado (Otros)
59792,574488,Metabólico No Clasificado (Otros)
59791,574487,Metabólico No Clasificado (Otros)
59790,574486,Metabólico No Clasificado (Otros)
59789,574485,Metabólico No Clasificado (Otros)
59788,574484,Metabólico No Clasificado (Otros)
59787,574483,Metabólico No Clasificado (Otros)
59786,574482,Metabólico No Clasificado (Otros)
59785,574481,Metabólico No Clasificado (Otros)
59784,574480,Metabólico No Clasificado (Otros)
6542,57448,2. Transferasas
59783,574479,Metabólico No Clasificado (Otros)
59782,574478,Metabólico No Clasificado (Otros)
59781,574477,Metabólico No Clasificado (Otros)
59780,574476,Metabólico No Clasificado (Otros)
59779,574475,Metabólico No Clasificado (Otros)
59778,574474,Metabólico No Clasificado (Otros)
59777,574473,Metabólico No Clasificado (Otros)
59776,574472,Metabólico No Clasificado (Otros)
59775,574471,Metabólico No Clasificado (Otros)
59774,574470,Metabólico No Clasificado (Otros)
48824,57447,Metabólico No Clasificado (Otros)
59773,574469,Metabólico No Clasificado (Otros)
59772,574468,Metabólico No Clasificado (Otros)
59771,574467,Metabólico No Clasificado (Otros)
59769,574466,Metabólico No Clasificado (Otros)
59767,574464,Metabólico No Clasificado (Otros)
59766,574463,Metabólico No Clasificado (Otros)
59764,574461,Metabólico No Clasificado (Otros)
59763,574460,Metabólico No Clasificado (Otros)
63191,57446,Metabólico No Clasificado (Otros)
62447,57446,Metabólico No Clasificado (Otros)
59204,574457,Metabólico No Clasificado (Otros)
53170,574455,Metabólico No Clasificado (Otros)
48675,574454,Metabólico No Clasificado (Otros)
48647,574453,Metabólico No Clasificado (Otros)
48644,574452,Metabólico No Clasificado (Otros)
48576,574451,Metabólico No Clasificado (Otros)
48570,574450,Metabólico No Clasificado (Otros)
37340,574447,Metabólico No Clasificado (Otros)
36736,574445,Metabólico No Clasificado (Otros)
36733,574445,Metabólico No Clasificado (Otros)
31094,574444,Metabólico No Clasificado (Otros)
25892,574443,Metabólico No Clasificado (Otros)
26624,574442,Metabólico No Clasificado (Otros)
3482,574441,Metabólico No Clasificado (Otros)
48671,574436,Metabólico No Clasificado (Otros)
48655,574435,Metabólico No Clasificado (Otros)
48681,574434,Metabólico No Clasificado (Otros)
48679,574433,Metabólico No Clasificado (Otros)
1225,574414,Metabólico No Clasificado (Otros)
48678,574413,Metabólico No Clasificado (Otros)
48672,574410,Metabólico No Clasificado (Otros)
48643,574409,Metabólico No Clasificado (Otros)
48642,574408,Metabólico No Clasificado (Otros)
44281,5744,Metabólico No Clasificado (Otros)
3562,5743,1. Oxidorreductasas
31596,5742,1. Oxidorreductasas
61778,57419,8. Transportadores y Receptores
58991,57418,Metabólico No Clasificado (Otros)
25537,57414,Metabólico No Clasificado (Otros)
39504,57412,2. Transferasas
40141,57410,Metabólico No Clasificado (Otros)
40924,5741,Metabólico No Clasificado (Otros)
56894,57409,Metabólico No Clasificado (Otros)
12747,57408,Metabólico No Clasificado (Otros)
53804,57407,Metabólico No Clasificado (Otros)
11676,57406,3. Hidrolasas
8773,57405,Metabólico No Clasificado (Otros)
53745,574042,Metabólico No Clasificado (Otros)
7498,57404,Metabólico No Clasificado (Otros)
48573,574038,Metabólico No Clasificado (Otros)
48574,574034,Metabólico No Clasificado (Otros)
35270,574033,Metabólico No Clasificado (Otros)
35269,574032,Metabólico No Clasificado (Otros)
35266,574031,Metabólico No Clasificado (Otros)
34191,574030,Metabólico No Clasificado (Otros)
62098,57403,Metabólico No Clasificado (Otros)
6248,574029,No Metabólico / No en KEGG
45436,574028,No Metabólico / No en KEGG
46179,574028,No Metabólico / No en KEGG
46180,574028,No Metabólico / No en KEGG
3203,57402,Metabólico No Clasificado (Otros)
62556,5740,5. Isomerasas
67403,574,Metabólico No Clasificado (Otros)
19668,57396,2. Transferasas
60565,5739,Metabólico No Clasificado (Otros)
48306,57381,Metabólico No Clasificado (Otros)
21133,57380,8. Transportadores y Receptores
1004,5738,Metabólico No Clasificado (Otros)
45664,57379,3. Hidrolasas
44123,57379,3. Hidrolasas
777,5737,Metabólico No Clasificado (Otros)
51399,57369,8. Transportadores y Receptores
59822,57348,8. Transportadores y Receptores
59882,57343,9. Reguladores Metabólicos
17780,5734,Metabólico No Clasificado (Otros)
53653,57338,Metabólico No Clasificado (Otros)
12881,57337,3. Hidrolasas
57533,57336,9. Reguladores Metabólicos
57532,57336,9. Reguladores Metabólicos
56212,57336,9. Reguladores Metabólicos
57885,57335,9. Reguladores Metabólicos
59686,57333,Metabólico No Clasificado (Otros)
56947,57332,Metabólico No Clasificado (Otros)
5463,5733,Metabólico No Clasificado (Otros)
2716,5733,Metabólico No Clasificado (Otros)
5464,5733,Metabólico No Clasificado (Otros)
3231,57326,Metabólico No Clasificado (Otros)
5753,57326,Metabólico No Clasificado (Otros)
48238,5732,Metabólico No Clasificado (Otros)
61264,5731,Metabólico No Clasificado (Otros)
60167,5731,Metabólico No Clasificado (Otros)
33863,5730,5. Isomerasas
31978,573,Metabólico No Clasificado (Otros)
14965,57291,No Metabólico / No en KEGG
16651,57291,No Metabólico / No en KEGG
48237,5729,Metabólico No Clasificado (Otros)
11245,57282,8. Transportadores y Receptores
37213,5728,3. Hidrolasas
37215,5728,3. Hidrolasas
32328,5727,Metabólico No Clasificado (Otros)
33631,5727,Metabólico No Clasificado (Otros)
33630,5727,Metabólico No Clasificado (Otros)
26934,5726,Metabólico No Clasificado (Otros)
33530,572558,No Metabólico / No en KEGG
32148,572558,No Metabólico / No en KEGG
2370,5724,Metabólico No Clasificado (Otros)
5272,5724,Metabólico No Clasificado (Otros)
36209,57232,9. Reguladores Metabólicos
35934,57232,9. Reguladores Metabólicos
24976,57231,Metabólico No Clasificado (Otros)
28350,5723,3. Hidrolasas
44443,57228,Metabólico No Clasificado (Otros)
24686,57226,Metabólico No Clasificado (Otros)
22881,57226,Metabólico No Clasificado (Otros)
23092,57224,Metabólico No Clasificado (Otros)
8148,57223,Metabólico No Clasificado (Otros)
18528,57222,Metabólico No Clasificado (Otros)
18527,57222,Metabólico No Clasificado (Otros)
21996,57221,Metabólico No Clasificado (Otros)
6613,57217,Metabólico No Clasificado (Otros)
1337,57216,Metabólico No Clasificado (Otros)
54569,57215,9. Reguladores Metabólicos
53531,57215,9. Reguladores Metabólicos
50961,57214,3. Hidrolasas
47718,57213,Metabólico No Clasificado (Otros)
46892,57213,Metabólico No Clasificado (Otros)
22013,57211,Metabólico No Clasificado (Otros)
30051,57210,8. Transportadores y Receptores
48882,5721,Metabólico No Clasificado (Otros)
37767,57209,9. Reguladores Metabólicos
14942,57205,7. Translocasas
48096,5720,Metabólico No Clasificado (Otros)
41380,572,Metabólico No Clasificado (Otros)
1248,57198,7. Translocasas
52629,57194,7. Translocasas
51281,57194,7. Translocasas
59093,57192,Metabólico No Clasificado (Otros)
60805,57191,Metabólico No Clasificado (Otros)
39534,5719,Metabólico No Clasificado (Otros)
41950,5719,Metabólico No Clasificado (Otros)
52515,57188,Metabólico No Clasificado (Otros)
51008,57188,Metabólico No Clasificado (Otros)
35227,57187,Metabólico No Clasificado (Otros)
62318,57186,Metabólico No Clasificado (Otros)
63090,57186,Metabólico No Clasificado (Otros)
305,57185,8. Transportadores y Receptores
51842,57184,Metabólico No Clasificado (Otros)
16172,57182,Metabólico No Clasificado (Otros)
7443,57181,8. Transportadores y Receptores
56832,5718,Metabólico No Clasificado (Otros)
19635,57179,Metabólico No Clasificado (Otros)
37159,57178,Metabólico No Clasificado (Otros)
38716,57178,Metabólico No Clasificado (Otros)
24994,57176,6. Ligasas
66905,57176,6. Ligasas
67132,57176,6. Ligasas
66268,57176,6. Ligasas
66491,57176,6. Ligasas
66689,57176,6. Ligasas
42958,57175,Metabólico No Clasificado (Otros)
1708,57172,2. Transferasas
31685,57171,3. Hidrolasas
55433,5717,Metabólico No Clasificado (Otros)
62553,57169,Metabólico No Clasificado (Otros)
64615,57168,Metabólico No Clasificado (Otros)
62573,57167,9. Reguladores Metabólicos
4997,57165,8. Transportadores y Receptores
1844,57165,8. Transportadores y Receptores
8195,57162,2. Transferasas
48264,57161,2. Transferasas
35153,5716,Metabólico No Clasificado (Otros)
36061,5716,Metabólico No Clasificado (Otros)
6502,57159,Metabólico No Clasificado (Otros)
63215,57158,Metabólico No Clasificado (Otros)
62490,57158,Metabólico No Clasificado (Otros)
25557,57157,8. Transportadores y Receptores
50100,57156,8. Transportadores y Receptores
26650,57154,2. Transferasas
59143,57153,8. Transportadores y Receptores
30064,57152,Metabólico No Clasificado (Otros)
56412,57151,3. Hidrolasas
46183,5715,Metabólico No Clasificado (Otros)
53221,57149,Metabólico No Clasificado (Otros)
61930,57148,Metabólico No Clasificado (Otros)
3429,57147,Metabólico No Clasificado (Otros)
48416,57143,Metabólico No Clasificado (Otros)
8140,57142,Metabólico No Clasificado (Otros)
7762,57140,Metabólico No Clasificado (Otros)
59482,5714,Metabólico No Clasificado (Otros)
61586,57139,Metabólico No Clasificado (Otros)
62359,57136,Metabólico No Clasificado (Otros)
36513,57135,Metabólico No Clasificado (Otros)
320,57134,3. Hidrolasas
58025,57132,Metabólico No Clasificado (Otros)
60234,57130,Metabólico No Clasificado (Otros)
53590,5713,Metabólico No Clasificado (Otros)
13294,57129,Metabólico No Clasificado (Otros)
22203,57128,Metabólico No Clasificado (Otros)
1289,57127,8. Transportadores y Receptores
59558,57126,Metabólico No Clasificado (Otros)
56472,57125,Metabólico No Clasificado (Otros)
41439,57124,Metabólico No Clasificado (Otros)
43560,57122,Metabólico No Clasificado (Otros)
43559,57122,Metabólico No Clasificado (Otros)
46193,57121,Metabólico No Clasificado (Otros)
24979,57120,Metabólico No Clasificado (Otros)
63376,57119,Metabólico No Clasificado (Otros)
63223,57119,Metabólico No Clasificado (Otros)
36693,57118,2. Transferasas
38463,57118,2. Transferasas
